Var1	Var2
HMR_3242	Fatty acid oxidation
HMR_3243	Fatty acid oxidation
HMR_3244	Fatty acid oxidation
HMR_3245	Fatty acid oxidation
HMR_3246	Fatty acid oxidation
HMR_3247	Fatty acid oxidation
HMR_3296	Fatty acid oxidation
HMR_3321	Fatty acid oxidation
HMR_3322	Fatty acid oxidation
HMR_3326	Fatty acid oxidation
HMR_3327	Fatty acid oxidation
HMR_3328	Fatty acid oxidation
HMR_3329	Fatty acid oxidation
HMR_3330	Fatty acid oxidation
HMR_3331	Fatty acid oxidation
HMR_3332	Fatty acid oxidation
HMR_3333	Fatty acid oxidation
HMR_3334	Fatty acid oxidation
HMR_3335	Fatty acid oxidation
HMR_3336	Fatty acid oxidation
HMR_3337	Fatty acid oxidation
HMR_3338	Fatty acid oxidation
HMR_3339	Fatty acid oxidation
HMR_3340	Fatty acid oxidation
HMR_3341	Fatty acid oxidation
HMR_3342	Fatty acid oxidation
HMR_3343	Fatty acid oxidation
HMR_3344	Fatty acid oxidation
HMR_3345	Fatty acid oxidation
HMR_3346	Fatty acid oxidation
HMR_3347	Fatty acid oxidation
HMR_3348	Fatty acid oxidation
HMR_3349	Fatty acid oxidation
HMR_3350	Fatty acid oxidation
HMR_3351	Fatty acid oxidation
HMR_3352	Fatty acid oxidation
HMR_3353	Fatty acid oxidation
HMR_3396	Fatty acid oxidation
HMR_3397	Fatty acid oxidation
HMR_3398	Fatty acid oxidation
HMR_3406	Fatty acid oxidation
HMR_3407	Fatty acid oxidation
HMR_3408	Fatty acid oxidation
HMR_3409	Fatty acid oxidation
HMR_3411	Fatty acid oxidation
HMR_3413	Fatty acid oxidation
HMR_3414	Fatty acid oxidation
HMR_3416	Fatty acid oxidation
HMR_3421	Fatty acid oxidation
HMR_3422	Fatty acid oxidation
HMR_3423	Fatty acid oxidation
HMR_3424	Fatty acid oxidation
HMR_3425	Fatty acid oxidation
HMR_3426	Fatty acid oxidation
HMR_3427	Fatty acid oxidation
HMR_3428	Fatty acid oxidation
HMR_3429	Fatty acid oxidation
HMR_3431	Fatty acid oxidation
HMR_3432	Fatty acid oxidation
HMR_3433	Fatty acid oxidation
HMR_3446	Fatty acid synthesis
HMR_3447	Fatty acid synthesis
HMR_3448	Fatty acid synthesis
HMR_3449	Fatty acid synthesis
HMR_3450	Fatty acid synthesis
HMR_3451	Fatty acid synthesis
HMR_3452	Fatty acid synthesis
HMR_3453	Fatty acid synthesis
HMR_3454	Fatty acid synthesis
HMR_3455	Fatty acid synthesis
HMR_3456	Fatty acid synthesis
HMR_3457	Fatty acid synthesis
HMR_3478	Transport, peroxisomal
HMR_3491	Fatty acid oxidation
HMR_3505	Fatty acid oxidation
HMR_3520	Transport, mitochondrial
HMR_3522	Fatty acid oxidation
HMR_3597	Transport, lysosomal
HMR_3625	Cholesterol metabolism
HMR_3626	Cholesterol metabolism
HMR_3627	Cholesterol metabolism
HMR_3628	Cholesterol metabolism
HMR_3629	Cholesterol metabolism
HMR_3630	Cholesterol metabolism
HMR_3631	Cholesterol metabolism
HMR_3633	Cholesterol metabolism
HMR_3635	Cholesterol metabolism
HMR_3636	Cholesterol metabolism
HMR_3637	Cholesterol metabolism
HMR_3639	Cholesterol metabolism
HMR_3640	Cholesterol metabolism
HMR_3642	Cholesterol metabolism
HMR_3644	Cholesterol metabolism
HMR_3645	Cholesterol metabolism
HMR_3646	Cholesterol metabolism
HMR_3647	Cholesterol metabolism
HMR_3648	Cholesterol metabolism
HMR_3649	Cholesterol metabolism
HMR_3650	Cholesterol metabolism
HMR_3651	Cholesterol metabolism
HMR_3652	Cholesterol metabolism
HMR_3654	Cholesterol metabolism
HMR_3655	Cholesterol metabolism
HMR_3656	Cholesterol metabolism
HMR_3657	Cholesterol metabolism
HMR_3658	Cholesterol metabolism
HMR_3659	Cholesterol metabolism
HMR_3660	Cholesterol metabolism
HMR_3663	Cholesterol metabolism
HMR_3665	Cholesterol metabolism
HMR_3666	Cholesterol metabolism
HMR_3667	Cholesterol metabolism
HMR_3668	Cholesterol metabolism
HMR_3669	Cholesterol metabolism
HMR_3670	Cholesterol metabolism
HMR_3677	Cholesterol metabolism
HMR_3678	Cholesterol metabolism
HMR_3679	Cholesterol metabolism
HMR_3680	Cholesterol metabolism
HMR_3681	Cholesterol metabolism
HMR_3682	Cholesterol metabolism
HMR_3684	Cholesterol metabolism
HMR_3685	Cholesterol metabolism
HMR_3686	Cholesterol metabolism
HMR_3687	Cholesterol metabolism
HMR_3688	Cholesterol metabolism
HMR_3689	Cholesterol metabolism
HMR_3690	Cholesterol metabolism
HMR_3692	Cholesterol metabolism
HMR_3694	Cholesterol metabolism
HMR_3695	Cholesterol metabolism
HMR_3696	Cholesterol metabolism
HMR_3698	Cholesterol metabolism
HMR_3699	Cholesterol metabolism
HMR_3701	Cholesterol metabolism
HMR_3703	Cholesterol metabolism
HMR_3704	Cholesterol metabolism
HMR_3705	Cholesterol metabolism
HMR_3706	Cholesterol metabolism
HMR_3707	Cholesterol metabolism
HMR_3708	Cholesterol metabolism
HMR_3709	Cholesterol metabolism
HMR_3710	Cholesterol metabolism
HMR_3711	Cholesterol metabolism
HMR_3713	Cholesterol metabolism
HMR_3714	Cholesterol metabolism
HMR_3715	Cholesterol metabolism
HMR_3716	Cholesterol metabolism
HMR_3717	Cholesterol metabolism
HMR_3718	Cholesterol metabolism
HMR_3719	Cholesterol metabolism
HMR_3722	Cholesterol metabolism
HMR_3724	Cholesterol metabolism
HMR_3725	Cholesterol metabolism
HMR_3726	Cholesterol metabolism
HMR_3727	Cholesterol metabolism
HMR_3728	Cholesterol metabolism
HMR_3729	Cholesterol metabolism
HMR_3736	Cholesterol metabolism
HMR_3737	Cholesterol metabolism
HMR_3738	Cholesterol metabolism
HMR_3739	Cholesterol metabolism
HMR_3740	Cholesterol metabolism
HMR_3741	Cholesterol metabolism
HMR_3831	Glutamate metabolism
HMR_3864	Transport, mitochondrial
HMR_3915	Methionine and cysteine metabolism
HMR_3951	Transport, extracellular
HMR_3953	Transport, endoplasmic reticular
HMR_3966	Nucleotide metabolism
HMR_3996	Methionine and cysteine metabolism
HMR_4079	Beta-Alanine metabolism
HMR_4124	Aminosugar metabolism
HMR_4182	Pyrimidine synthesis
HMR_4263	NAD metabolism
HMR_4270	NAD metabolism
HMR_4278	NAD metabolism
HMR_4422	Arginine and proline metabolism
HMR_4592	Pentose phosphate pathway
HMR_4630	Cholesterol metabolism
HMR_4696	Glycine, serine, alanine, and threonine metabolism
HMR_4700	Glycine, serine, alanine, and threonine metabolism
HMR_4701	Methionine and cysteine metabolism
HMR_4776	Arginine and proline metabolism
HMR_4777	Arginine and proline metabolism
HMR_4783	Arginine and proline metabolism
HMR_4790	Transport, peroxisomal
HMR_4831	Galactose metabolism
HMR_4957	Transport, mitochondrial
HMR_5301	Purine synthesis
HMR_5387	Methionine and cysteine metabolism
HMR_5389	Methionine and cysteine metabolism
HMR_5420	Transport, mitochondrial
HMR_6364	Transport, extracellular
HMR_6397	Lipoate metabolism
HMR_6408	Transport, mitochondrial
HMR_6500	Vitamin E metabolism
HMR_6515	Methionine and cysteine metabolism
HMR_6534	Transport, extracellular
HMR_6545	Inositol phosphate metabolism
HMR_6549	Inositol phosphate metabolism
HMR_6564	Inositol phosphate metabolism
HMR_6584	Inositol phosphate metabolism
HMR_6595	Inositol phosphate metabolism
HMR_6607	Purine catabolism
HMR_6611	Purine catabolism
HMR_6617	Transport, nuclear
HMR_6619	Transport, nuclear
HMR_6629	Transport, endoplasmic reticular
HMR_6632	Vitamin A metabolism
HMR_6633	Vitamin A metabolism
HMR_6747	Phenylalanine metabolism
HMR_6755	Phenylalanine metabolism
HMR_6790	Phenylalanine metabolism
HMR_6826	Phenylalanine metabolism
HMR_6834	Phenylalanine metabolism
HMR_6854	Phenylalanine metabolism
HMR_6876	Phenylalanine metabolism
HMR_6975	Lysine metabolism
HMR_6976	Lysine metabolism
HMR_6977	Lysine metabolism
HMR_6978	Lysine metabolism
HMR_6986	Transport, peroxisomal
HMR_7198	Transport, lysosomal
HMR_7199	Transport, lysosomal
HMR_7328	N-glycan metabolism
HMR_7329	N-glycan metabolism
HMR_7330	Transport, golgi apparatus
HMR_7431	Transport, golgi apparatus
HMR_7432	Transport, golgi apparatus
HMR_7628	Phenylalanine metabolism
HMR_7652	Inositol phosphate metabolism
HMR_7703	Glycine, serine, alanine, and threonine metabolism
HMR_7711	Transport, lysosomal
HMR_7712	Transport, nuclear
HMR_7715	Transport, lysosomal
HMR_7720	Transport, lysosomal
HMR_7724	Transport, lysosomal
HMR_7727	Transport, lysosomal
HMR_7748	Glycolysis/gluconeogenesis
HMR_7749	Glycolysis/gluconeogenesis
HMR_7756	Phenylalanine metabolism
HMR_7757	Transport, mitochondrial
HMR_7758	Transport, mitochondrial
HMR_7898	Transport, extracellular
HMR_7900	Transport, extracellular
HMR_7903	Transport, extracellular
HMR_7949	Transport, endoplasmic reticular
HMR_7977	Transport, extracellular
HMR_8023	Transport, extracellular
HMR_8374	Transport, extracellular
HMR_8397	Inositol phosphate metabolism
HMR_8399	Inositol phosphate metabolism
HMR_8418	Transport, mitochondrial
HMR_8475	Transport, mitochondrial
HMR_8476	Transport, nuclear
HMR_8505	Transport, mitochondrial
HMR_8510	Transport, mitochondrial
HMR_8562	Transport, mitochondrial
HMR_8585	Starch and sucrose metabolism
HMR_8761	Galactose metabolism
HMR_8762	Galactose metabolism
HMR_8776	Transport, mitochondrial
HMR_8884	Transport, extracellular
HMR_9176	Transport, extracellular
HMR_9179	Transport, peroxisomal
HMR_9180	Transport, extracellular
HMR_9185	Transport, extracellular
HMR_9187	Transport, extracellular
HMR_9189	Transport, extracellular
HMR_9191	Transport, extracellular
HMR_9581	Transport, extracellular
HMR_9582	Transport, extracellular
HMR_9583	Transport, extracellular
HMR_9584	Transport, extracellular
HMR_9590	Transport, extracellular
HMR_9608	Transport, extracellular
HMR_9612	Transport, extracellular
HMR_9619	Transport, extracellular
HMR_9620	Transport, extracellular
HMR_9625	Transport, endoplasmic reticular
HMR_9626	Transport, endoplasmic reticular
HMR_9627	Transport, endoplasmic reticular
HMR_9629	Transport, endoplasmic reticular
HMR_9630	Transport, endoplasmic reticular
HMR_9634	Transport, endoplasmic reticular
HMR_9635	Transport, extracellular
HMR_9638	Transport, extracellular
HMR_9639	Transport, extracellular
HMR_9640	Transport, extracellular
HMR_9642	Transport, extracellular
HMR_9644	Transport, extracellular
HMR_9647	Transport, extracellular
HMR_9648	Transport, extracellular
HMR_9658	Transport, extracellular
HMR_9660	Transport, extracellular
HMR_9661	Transport, extracellular
HMR_9662	Transport, extracellular
HMR_9667	Transport, golgi apparatus
HMR_9669	Transport, golgi apparatus
HMR_9670	Transport, golgi apparatus
HMR_9671	Transport, golgi apparatus
HMR_9674	Transport, nuclear
HMR_9676	Transport, mitochondrial
HMR_9678	Transport, peroxisomal
HMR_9680	Transport, peroxisomal
HMR_9719	Fatty acid oxidation
HMR_9803	Propanoate metabolism
HMR_9804	Propanoate metabolism
HMR_2957	Fatty acid synthesis
HMR_6580	Inositol phosphate metabolism
HMR_1635	Bile acid synthesis
HMR_1484	Cholesterol metabolism
HMR_0980	Arachidonic acid metabolism
HMR_1467	Cholesterol metabolism
HMR_1644	Steroid metabolism
HMR_1500	Cholesterol metabolism
HMR_6672	Vitamin A metabolism
EX_nadh[e]	Miscellaneous
EX_glc_D[e]	Exchange/demand reaction
12DHCHOLt	Transport, extracellular
3DHCDCAS	Bile acid synthesis
3DHCDCHOLt	Transport, extracellular
3DHDCAt	Transport, extracellular
3DHDCAt2	Transport, extracellular
3DHLCAS	Bile acid synthesis
3DHLCAt	Transport, extracellular
7DHCDCHOLt	Transport, extracellular
7DHCHOLt	Transport, extracellular
CA3St	Transport, extracellular
HC02220t	Transport, extracellular
COPROSTt	Transport, extracellular
DCA24GSc	Bile acid synthesis
DCA3GSc	Bile acid synthesis
DCA3St	Transport, extracellular
DM_12dhchol[c]	Exchange/demand reaction
DM_7dhcdchol[c]	Exchange/demand reaction
DM_7dhchol[c]	Exchange/demand reaction
DM_ca3s[c]	Exchange/demand reaction
DM_coprost[c]	Exchange/demand reaction
DM_dca24g[c]	Exchange/demand reaction
DM_dca3g[c]	Exchange/demand reaction
DM_dca3s[c]	Exchange/demand reaction
DM_gca3s[c]	Exchange/demand reaction
DM_gcdca3s[c]	Exchange/demand reaction
DM_gdca3s[c]	Exchange/demand reaction
DM_icdchol[c]	Exchange/demand reaction
DM_isochol[c]	Exchange/demand reaction
DM_tca3s[c]	Exchange/demand reaction
DM_uchol[c]	Exchange/demand reaction
EX_12dhchol[e]	Exchange/demand reaction
EX_3dhcdchol[e]	Exchange/demand reaction
EX_3dhlchol[e]	Exchange/demand reaction
EX_7dhcdchol[e]	Exchange/demand reaction
EX_7dhchol[e]	Exchange/demand reaction
EX_ca3s[e]	Exchange/demand reaction
EX_coprost[e]	Exchange/demand reaction
EX_dca3s[e]	Exchange/demand reaction
EX_gca3s[e]	Exchange/demand reaction
EX_gcdca3s[e]	Exchange/demand reaction
EX_gdca3s[e]	Exchange/demand reaction
EX_icdchol[e]	Exchange/demand reaction
EX_isochol[e]	Exchange/demand reaction
EX_tca3s[e]	Exchange/demand reaction
EX_uchol[e]	Exchange/demand reaction
GCA3St	Transport, extracellular
GCDCA3St	Transport, extracellular
GDCA3St	Transport, extracellular
HYOCHOLt	Transport, extracellular
HYOCHOLt2	Transport, extracellular
ICDCHOLt	Transport, extracellular
ISOCHOLt	Transport, extracellular
TCA3St	Transport, extracellular
THYOCHOLt	Transport, extracellular
THYOCHOLt2	Transport, extracellular
UCHOLt	Transport, extracellular
UDCHOLt	Transport, extracellular
2HATVACIDtep	Drug metabolism
2HATVACIDthc	Drug metabolism
2HATVLACtep	Drug metabolism
2HATVLACthc	Drug metabolism
35DHPVStep	Drug metabolism
35DHPVSthc	Drug metabolism
3HPVSTETCOAhcm	Drug metabolism
3HPVSTETCOAhcx	Drug metabolism
3HPVSTETtev	Drug metabolism
3HPVStep	Drug metabolism
3HPVSthc	Drug metabolism
3ISPVStep	Drug metabolism
3ISPVSthc	Drug metabolism
4HATVACIDtep	Drug metabolism
4HATVACIDthc	Drug metabolism
4HATVLACtep	Drug metabolism
4HATVLACthc	Drug metabolism
6EPVStep	Drug metabolism
6EPVSthc	Drug metabolism
ATVACIDMCTtu	Drug metabolism
ATVACIDOATPtu	Drug metabolism
ATVLACThc	Drug metabolism
ATVLACtdhc	Drug metabolism
CRVSATPthc	Drug metabolism
CRVSM1hr	Drug metabolism
CRVSM23hr	Drug metabolism
CRVStu	Drug metabolism
CVM1GLUChc	Drug metabolism
CVM23GLUChc	Drug metabolism
DEOXFVShc	Drug metabolism
DEOXFVStev	Drug metabolism
EX_3hpvs[e]	Exchange/demand reaction
EX_3hpvstet[e]	Exchange/demand reaction
EX_deoxfvs[e]	Exchange/demand reaction
EX_ibup_R[e]	Exchange/demand reaction
EX_ibup_S[e]	Exchange/demand reaction
EX_nfdlac[e]	Exchange/demand reaction
EX_nfdoh[e]	Exchange/demand reaction
EX_profvs[e]	Exchange/demand reaction
EX_thrfvs[e]	Exchange/demand reaction
EX_tlacfvs[e]	Exchange/demand reaction
FVShc	Drug metabolism
FVStep	Drug metabolism
FVStu	Drug metabolism
IBUP_RASCL1hep	Drug metabolism
IBUP_Rshep	Drug metabolism
IBUP_Rtdhep	Drug metabolism
IBUP_Rtdu	Drug metabolism
IBUP_SACOT2	Drug metabolism
IBUP_Stdhep	Drug metabolism
IBUP_Stdu	Drug metabolism
LST4EXPTDhc	Drug metabolism
LST4EXPthc	Drug metabolism
LSTNM7TDhc	Drug metabolism
LSTNM7thc	Drug metabolism
LSTNRATt	Drug metabolism
LSTNtd	Drug metabolism
NFDLAChc	Drug metabolism
NFDLACtep	Drug metabolism
NFDOHtep	Drug metabolism
OXYPthc	Drug metabolism
OXYPtepv	Drug metabolism
PROFVSCOAhc	Drug metabolism
PROFVShc	Drug metabolism
PROFVStev	Drug metabolism
PTVSTtep	Drug metabolism
PTVSTtu	Drug metabolism
PVSOATPtu	Drug metabolism
PVStep	Drug metabolism
RSVtev	Drug metabolism
RSVtu	Drug metabolism
SMVACIDhep	Drug metabolism
SMVGLUChep	Drug metabolism
SMVtv	Drug metabolism
SMVthep	Drug metabolism
THRFVShc	Drug metabolism
THRFVStev	Drug metabolism
TLACFVStev	Drug metabolism
TMDOATPtsc	Drug metabolism
TMDOATtev	Drug metabolism
TMDOATthc	Drug metabolism
TMDtd	Drug metabolism
3HPVSCOAitm	Drug metabolism
3HPVSCOAitx	Drug metabolism
3HPVSTETCOAitm	Drug metabolism
3HPVSTETCOAitx	Drug metabolism
DEOXFVSitx	Drug metabolism
FVSitx	Drug metabolism
FVSCOAitx	Drug metabolism
PROFVSCOAitx	Drug metabolism
TLACFVSitr	Drug metabolism
3HPVSCOAhc	Drug metabolism
3HPVSTEThc	Drug metabolism
FVSCOAhc	Drug metabolism
FVSitr	Drug metabolism
EX_caproic[e]	Exchange/demand reaction
EX_C13856[e]	Exchange/demand reaction
EX_M00234[e]	Exchange/demand reaction
EX_M01807[e]	Exchange/demand reaction
EX_M00503[e]	Exchange/demand reaction
EX_M00241[e]	Exchange/demand reaction
EX_M01820[e]	Exchange/demand reaction
EX_M00510[e]	Exchange/demand reaction
EX_M00117[e]	Exchange/demand reaction
EX_M00260[e]	Exchange/demand reaction
EX_M00265[e]	Exchange/demand reaction
EX_M01197[e]	Exchange/demand reaction
EX_M02053[e]	Exchange/demand reaction
EX_M02613[e]	Exchange/demand reaction
EX_M02745[e]	Exchange/demand reaction
EX_M03045[e]	Exchange/demand reaction
EX_C01601[e]	Exchange/demand reaction
EX_M02108[e]	Exchange/demand reaction
EX_M03117[e]	Exchange/demand reaction
EX_M03134[e]	Exchange/demand reaction
EX_M01870[e]	Exchange/demand reaction
EX_ditp[e]	Exchange/demand reaction
EX_rbl_D[e]	Exchange/demand reaction
EX_M01966[e]	Exchange/demand reaction
EX_M01989[e]	Exchange/demand reaction
EX_gpi_sig[e]	Exchange/demand reaction
EX_M01881[e]	Exchange/demand reaction
EX_M03131[e]	Exchange/demand reaction
EX_n5m2masn[e]	Exchange/demand reaction
EX_m3gacpail_prot_hs[e]	Exchange/demand reaction
sink_his_L[c]	Exchange/demand reaction
sink_ile_L[c]	Exchange/demand reaction
sink_leu_L[c]	Exchange/demand reaction
sink_lys_L[c]	Exchange/demand reaction
sink_met_L[c]	Exchange/demand reaction
sink_phe_L[c]	Exchange/demand reaction
sink_thr_L[c]	Exchange/demand reaction
sink_trp_L[c]	Exchange/demand reaction
sink_val_L[c]	Exchange/demand reaction
sink_ala_L[c]	Exchange/demand reaction
sink_arg_L[c]	Exchange/demand reaction
sink_asn_L[c]	Exchange/demand reaction
sink_asp_L[c]	Exchange/demand reaction
sink_cys_L[c]	Exchange/demand reaction
sink_gln_L[c]	Exchange/demand reaction
sink_glu_L[c]	Exchange/demand reaction
sink_pro_L[c]	Exchange/demand reaction
sink_ser_L[c]	Exchange/demand reaction
sink_tyr_L[c]	Exchange/demand reaction
sink_gly[c]	Exchange/demand reaction
sink_4abut[l]	Exchange/demand reaction
DM_CE5026[c]	Exchange/demand reaction
DM_4glu56dihdind[c]	Exchange/demand reaction
DM_dopa[c]	Exchange/demand reaction
DM_tym[c]	Exchange/demand reaction
DM_cbl2[m]	Exchange/demand reaction
DCMPtm	Transport, mitochondrial
Htmi	Transport, mitochondrial
CYOOm2i	Oxidative phosphorylation
biomass_maintenance	Exchange/demand reaction
biomass_maintenance_noTrTr	Exchange/demand reaction
DM_atp_c_	Exchange/demand reaction
GTHS	Glutathione metabolism
SRR	
PYK	Glycolysis/gluconeogenesis
ME2	Pyruvate metabolism
r0941	Transport, mitochondrial
PYRt2m	Transport, mitochondrial
ICDHxm	Citric acid cycle
ICDHy	Citric acid cycle
3SALACBOXL	Taurine and hypotaurine metabolism
HMR_9802	Glutamate metabolism
GLUDC	Glutamate metabolism
PDHm	Glycolysis/gluconeogenesis
METAT	Methionine and cysteine metabolism
ADNK1	Nucleotide interconversion
ADNK1m	Nucleotide interconversion
CK	Urea cycle
PCREATtmdiffir	Urea cycle
CREATtmdiffir	Urea cycle
LYSt4	Transport, extracellular
EX_h[s]	Exchange
EX_nh4[s]	Exchange
EX_k[s]	Exchange
EX_gln_L[s]	Exchange
EX_lac_L[s]	Exchange
EX_ala_L[s]	Exchange
EX_cit[s]	Exchange
EX_gthrd[s]	Exchange
EX_chsterol[s]	Exchange
EX_HC00250[s]	Exchange
EX_ascb_L[s]	Exchange
EX_atp[s]	Exchange
EX_ser_D[s]	Exchange
EX_glu_L[s]	Exchange
EX_h2o[s]	Exchange
GLUt6_s	Transport, extracellular
NAt_s	Transport, extracellular
r2525_s	Transport, extracellular
L_LACt2r_s	Transport, extracellular
ALAPAT4te_s	Transport, extracellular
CITt4_2_s	Transport, extracellular
Kt_s	Transport, extracellular
r1493_s	Transport, extracellular
HMR_9802_s	Glutamate metabolism
r1050_s	Transport, extracellular
r1116_s	Transport, extracellular
ASCBt_s	Transport, extracellular
r0940_s	Transport, extracellular
HMR_9191_s	
sink_pi[m]	Sink
sink_bhb[m]	Sink
sink_acac[m]	Sink
sink_arachd[c]	Sink
sink_prostgh2[c]	Sink
HMR_9797	Purine catabolism
L_LACtm	Transport, mitochondrial
FE3R2e	Heme synthesis
r1106	Transport, extracellular
PRGSTRNt	Transport, extracellular
HMR_1981	Steroid metabolism
HMR_2002	Steroid metabolism
HMR_2007	Steroid metabolism
17AHPRGSTRNte	Transport, extracellular
HMR_1988	Steroid metabolism
11DOCRTSLte	Transport, extracellular
sink_11docrtsl[c]	Sink
sink_17ahprgstrn[c]	Sink
NCAMUP	Transport, extracellular
NMNS	NAD metabolism
DHAAt1r	Transport, extracellular
MI1PS	Inositol phosphate metabolism
MI14P4P	Inositol phosphate metabolism
MI1345PKc	Inositol phosphate metabolism
MI13456PK	Inositol phosphate metabolism
sink_minohp[c]	Sink
EX_ca2[e]	Exchange
EX_cl[e]	Exchange
EX_fe3[e]	Exchange
EX_k[e]	Exchange
EX_mg2[e]	Exchange
EX_ncam[e]	Exchange
EX_no3[e]	Exchange
EX_prgstrn[e]	Exchange
EX_ptrc[e]	Exchange
EX_selni[e]	Exchange
EX_thm[e]	Exchange
EX_zn2[e]	Exchange
sink_chsterol[c]	Sink
sink_clpn_hs[c]	Sink
sink_ctp[c]	Sink
sink_gtp[c]	Sink
sink_pail_hs[c]	Sink
sink_pe_hs[c]	Sink
sink_pglyc_hs[c]	Sink
sink_ps_hs[c]	Sink
sink_sphmyln_hs[c]	Sink
sink_utp[c]	Sink
EX_orn[e]	Exchange
EX_dhdascb[e]	Exchange
EX_triodthy[e]	Exchange
EX_aldstrn[e]	Exchange
EX_crtstrn[e]	Exchange
EX_melatn[e]	Exchange
EX_but[e]	Exchange
EX_ttdca[e]	Exchange
