SYMBOL	ENTREZID	Bipolar disorder 1a BD1a_NA	Bipolar disorder 1b BD1b_NA	Bipolar disorder 2a BD2a_NA	Bipolar disorder 2a BD2a_NA2	Bipolar disorder 3a BD3a_NA	Bipolar disorder 3b BD3b_NA	Bipolar disorder 4a BD4a_NA	Bipolar disorder 4b BD4b_NA	Bipolar disorder 5a BD5a_NA	Bipolar disorder 5b BD5b_NA	Tissue (HPA)	Cell type (HPA)	Level (HPA)	Reliability (HPA)
RABEP2	79874	11.063	13.4479	12.2392	11.5956	12.7482	12.9097	12.284	11.937	16.1674	12.0163	cerebral-cortex	glial-cells	Low	Approved
RABEPK	10244	22.6864	21.8812	28.5811	27.1083	25.4517	27.1107	24.5004	23.224	25.9963	22.9372	NA	NA	NA	NA
RABGAP1	23637	41.8144	38.8594	27.3398	28.676	19.8568	23.4779	23.2776	25.8543	44.5572	52.4435	NA	NA	NA	NA
RABGAP1L	9910	11.6815	14.3245	9.53808	8.55497	10.5219	11.2479	6.18018	11.2788	6.84789	9.51425	NA	NA	NA	NA
RABGEF1	27342	17.482	13.3971	22.0572	19.2742	17.8571	18.4334	18.5611	14.5474	17.7196	19.5717	NA	NA	NA	NA
RABGGTA	5875	17.6307	28.5191	20.6424	20.7661	23.4382	21.0592	23.3233	19.7848	26.5624	23.3707	NA	NA	NA	NA
RABGGTB	5876	82.0799	75.0956	65.3119	69.1938	59.1132	58.4686	62.7265	69.5597	49.6047	62.3886	cerebral-cortex	glial-cells	Low	Approved
RABIF	5877	9.55736	9.21484	8.9797	9.14502	9.13503	9.73763	8.68753	8.49232	10.7577	9.51192	NA	NA	NA	NA
RABL2A	11159	1.66801	2.36211	1.55495	2.09325	3.00062	2.98688	2.55872	2.0893	2.09865	2.02517	NA	NA	NA	NA
RABL3	285282	16.2071	11.8327	15.4641	15.0721	11.4766	11.596	13.8653	15.6125	9.97703	12.0031	NA	NA	NA	NA
RABL6	55684	23.734	25.1906	24.5104	24.328	23.4516	27.0877	23.9914	23.3849	25.106	24.9462	NA	NA	NA	NA
RAC1	5879	149.267	138.913	144.679	166.115	151.119	145.614	152.485	151.842	158.461	143.414	NA	NA	NA	NA
RAC1P2	442775	12.285	11.1412	8.97725	10.6773	11.6263	8.46449	8.79985	9.22708	7.72433	9.12911	NA	NA	NA	NA
RAC1P4	286472	0.162716	0	0.519345	0	0.176157	0.190213	0.389374	0	0.0983753	0.0886321	NA	NA	NA	NA
RAC2	5880	4.31112	5.16809	2.51944	1.98343	20.1839	17.2933	2.03082	3.27628	18.6604	11.1105	cerebral-cortex	glial-cells	Low	Enhanced
RAC3	5881	23.4359	29.1478	27.1671	26.6198	44.333	44.1754	33.8828	29.1866	46.9461	47.0481	NA	NA	NA	NA
RACGAP1	29127	14.4531	11.4468	9.62111	11.4268	8.63111	7.8541	22.012	18.2579	10.9136	6.90287	NA	NA	NA	NA
RAD1	5810	12.7472	16.7645	12.7923	12.6178	12.1855	10.7671	13.0379	13.6076	17.934	17.949	cerebral-cortex	glial-cells	Medium	Approved
RAD17	5884	0	0	0.683901	0.845742	0.46265	1.06455	0	0	0.582994	1.10887	NA	NA	NA	NA
RAD17P1	9207	0.233774	0.237776	0.137047	0.214202	0.179605	0.21472	0.159857	0.139185	0.121164	0.32749	NA	NA	NA	NA
RAD18	56852	6.66017	5.04648	9.04314	7.01911	11.3741	8.16058	9.75431	8.07012	5.56513	5.73609	NA	NA	NA	NA
RAD1P1	100128880	0.552651	0.660436	0.68724	0.446182	0.542212	1.17463	0.52903	0.209388	0.668297	0.164211	NA	NA	NA	NA
RAD21	5885	32.0802	30.1983	22.6753	22.5453	20.3324	21.8741	25.8116	29.4369	30.5636	27.424	cerebral-cortex	glial-cells	High	Supported
RAD23A	5886	33.858	37.2537	40.4668	42.1074	37.4947	32.7389	34.6554	33.1947	45.0764	35.7377	cerebral-cortex	glial-cells	High	Approved
RAD23B	5887	115.886	110.474	116.021	125.894	98.8748	91.8273	124.159	124.543	103.664	92.4536	cerebral-cortex	glial-cells	Medium	Enhanced
RAD23BP1	131185	1.22856	1.14881	1.47563	1.24185	1.16182	1.08588	0.9753	1.15518	1.44947	0.848862	NA	NA	NA	NA
RAD50	10111	14.6703	12.2149	9.52076	10.4775	10.1614	12.2987	14.3576	20.345	11.3044	15.8356	cerebral-cortex	glial-cells	High	Supported
RAD51	5888	5.08911	5.9886	3.94676	5.49768	3.23345	2.05015	7.61645	6.09705	2.88743	3.06957	NA	NA	NA	NA
RAD51-AS1	100505648	2.60236	3.11909	1.87133	1.40955	2.11269	2.22598	2.56005	2.50353	3.24628	3.84641	NA	NA	NA	NA
RAD51AP1	10635	2.97293	2.07091	1.92629	1.69942	0.727675	0.590317	2.52008	3.91285	1.03558	1.14172	NA	NA	NA	NA
RAD51B	5890	5.02108	4.60598	4.2919	3.28134	3.75129	4.66055	6.78271	6.40745	6.8825	1.98108	cerebral-cortex	glial-cells	Medium	Enhanced
RAD51C	5889	16.9614	18.9336	10.9324	12.4369	11.3363	9.635	13.442	16.442	12.0673	10.3712	NA	NA	NA	NA
RAD51D	5892	2.84823	3.97149	3.56771	3.04155	2.74227	2.0712	3.14026	3.33709	4.62389	4.24276	NA	NA	NA	NA
RAD52	5893	5.70954	6.71703	4.86986	4.23794	4.89033	3.65374	6.97829	5.30657	3.27866	6.54727	NA	NA	NA	NA
RAD54B	25788	2.66667	3.12072	1.27969	1.96528	2.99176	1.77227	2.37846	1.56831	0.698038	2.5474	NA	NA	NA	NA
RAD54L	8438	1.4343	1.28261	1.02579	1.34177	1.31797	0.295269	3.56178	3.60172	0.752132	0.364241	NA	NA	NA	NA
RAD54L2	23132	4.15059	4.67226	3.79768	3.72972	3.26121	2.86264	4.80882	4.40853	3.50891	3.37151	NA	NA	NA	NA
RAD9A	5883	3.65096	4.79794	2.79788	2.97712	4.63248	3.92011	4.36487	3.2444	3.19817	3.31471	cerebral-cortex	glial-cells	Low	Enhanced
RAD9B	144715	1.15819	0.815528	0.60821	0.39302	0.51585	0.935572	0.990817	1.01075	0.363601	0.813546	NA	NA	NA	NA
RADIL	55698	0.165902	0.088291	0.20292	0.0457913	0.251	0.0498688	0.135515	0.0966688	0.358156	0.539031	NA	NA	NA	NA
RAE1	8480	27.3951	29.5716	26.7934	27.432	28.9034	24.502	25.7617	28.1646	32.0699	22.949	NA	NA	NA	NA
RAET1G	353091	0	0.0557289	0.365352	0.399641	0.375133	0.188805	0.34504	0.429429	0.211549	0.387996	NA	NA	NA	NA
RAF1	5894	54.1054	52.5648	48.18	51.8188	48.4162	42.4135	50.5637	45.9079	41.9425	43.4045	cerebral-cortex	glial-cells	Low	Approved
RAG1	5896	1.65037	1.01734	1.06864	1.0592	1.13054	0.975265	0.815798	0.31149	0.835634	1.09867	NA	NA	NA	NA
RAG2	5897	0.0275732	0.386245	0.145017	0.00650238	0.117245	0.443956	0.00073593	0.270339	0.219905	0.177691	NA	NA	NA	NA
RAI1	10743	10.3011	11.8901	11.0255	10.4479	10.4818	10.0356	10.5894	10.4287	14.759	10.8993	cerebral-cortex	glial-cells	Medium	Approved
RAI14	26064	153.776	191.063	262.037	249.456	236.308	238.682	207.406	208.799	159.061	216.525	cerebral-cortex	glial-cells	Low	Supported
RALA	5898	61.9	53.8929	55.5158	58.4148	69.7281	77.2243	60.962	65.136	50.3576	57.7955	NA	NA	NA	NA
RALB	5899	55.2209	48.3339	54.9901	56.1219	59.7163	58.5113	57.1302	54.4012	46.2595	42.4868	NA	NA	NA	NA
RALBP1	10928	18.2827	19.7476	16.2467	17.5511	16.451	17.3285	16.769	17.4012	17.8853	17.9758	cerebral-cortex	glial-cells	Low	Approved
RALGAPA1	253959	5.39687	3.82564	4.9606	3.87472	3.98614	3.41724	3.71131	4.2326	3.86867	7.21345	cerebral-cortex	glial-cells	Medium	Approved
RALGAPA2	57186	0.999108	0.911483	0.571189	0.453216	1.07516	1.37889	1.22762	1.03322	0.789643	1.45192	NA	NA	NA	NA
RALGAPB	57148	18.8592	17.2343	15.7629	15.3552	18.6837	18.8517	16.2116	15.8752	16.3182	17.3644	cerebral-cortex	glial-cells	Low	Approved
RALGDS	5900	9.30633	10.077	11.1056	10.6625	15.8243	20.2877	12.3912	12.5085	20.1142	13.445	cerebral-cortex	glial-cells	Medium	Approved
RALGPS1	9649	2.2239	1.12659	0.914454	1.03364	1.09139	1.26285	0.891281	0.833929	0.565714	1.49121	NA	NA	NA	NA
RALGPS2	55103	7.56072	10.4225	7.81481	7.74482	5.88186	6.68758	7.59494	8.17416	7.1065	8.86294	NA	NA	NA	NA
RALY	22913	97.8365	104.102	119.711	122.476	105.687	113.359	114.8	103.558	126.929	110.282	cerebral-cortex	glial-cells	High	Enhanced
RAMP1	10267	37.6191	50.9244	62.9746	67.8067	20.5426	18.8699	60.7085	53.2278	39.3336	48.3748	NA	NA	NA	NA
RAMP2	10266	1.44197	8.96158	2.23825	4.1975	1.57184	1.39738	1.58164	5.13493	5.75421	3.89212	NA	NA	NA	NA
RAMP2-AS1	100190938	0.231722	0.258793	0.165874	0.312008	0.192901	0.309074	0.165132	0.0493649	0.664816	0.499845	NA	NA	NA	NA
RAN	5901	414.596	358.479	398.786	497.109	357.88	455.981	353.059	494.977	350.073	247.296	NA	NA	NA	NA
RANBP1	5902	74.3445	71.5684	64.4844	79.8792	55.2351	50.0598	79.1737	74.6561	66.9835	59.8916	NA	NA	NA	NA
RANBP10	57610	4.22728	4.41043	4.53487	4.43247	5.54353	4.87958	5.16292	4.77124	5.20129	4.87748	NA	NA	NA	NA
RANBP17	64901	10.2467	10.7436	10.1159	8.39593	6.52727	6.84891	7.56018	7.08934	6.1364	12.2658	NA	NA	NA	NA
RANBP2	5903	8.79966	9.52732	5.59897	6.25175	8.37852	9.54488	8.70572	9.91232	3.92902	9.22976	cerebral-cortex	glial-cells	Medium	Supported
RANBP20P	326627	0.759242	0.583918	0.707102	0.765128	0.590729	0.604287	0.866031	0.656418	0.312575	0.422426	NA	NA	NA	NA
RANBP3	8498	57.9719	55.8643	66.2905	61.7066	59.6663	64.7146	69.2552	58.66	64.3179	56.9425	cerebral-cortex	glial-cells	Low	Enhanced
RANBP6	26953	9.93679	9.00724	9.50367	8.37603	8.74235	9.2813	8.87399	9.34118	7.66594	9.81463	NA	NA	NA	NA
RANBP9	10048	27.38	29.3267	21.8721	22.0423	19.1266	20.301	22.3912	26.5974	27.8105	25.9775	cerebral-cortex	glial-cells	Low	Approved
RANGAP1	5905	34.6261	34.7534	51.0158	50.0292	55.8595	55.1455	53.1254	53.5628	43.056	31.8135	cerebral-cortex	glial-cells	Medium	Supported
RANGRF	29098	21.7071	23.611	19.7495	23.5278	19.0391	17.6412	21.2423	22.2951	25.178	25.5121	NA	NA	NA	NA
RANP2	100874191	1.31094	0	0.597744	0	0.747138	0	0	0	0	0.713237	NA	NA	NA	NA
RANP4	100130621	0.135466	0.148402	0.432371	0.200508	0.29291	0.554255	0.12967	0.211717	0.163806	0.664122	NA	NA	NA	NA
RANP6	100128266	31.5146	27.452	27.4096	36.851	23.8688	33.3511	18.7376	36.8859	27.7833	12.9317	NA	NA	NA	NA
RANP8	100420519	0.300286	0.328955	0.273838	0.29631	0.259521	0.140413	0.344934	0.375453	0.363115	0.0654303	NA	NA	NA	NA
RAP1A	5906	59.1611	52.9722	53.9163	52.6144	44.8508	46.9956	38.6609	43.5394	43.4295	44.7364	NA	NA	NA	NA
RAP1AP	5907	5.16785	3.77472	3.59062	3.76386	4.01309	3.30826	2.11977	3.20505	2.52903	6.29952	NA	NA	NA	NA
RAP1B	5908	153.052	138.915	115.16	130.435	115.495	114.84	107.046	120.979	135.689	152.104	NA	NA	NA	NA
RAP1GAP	5909	0.205743	0.163067	0.455906	0.264059	0.563004	0.593279	0.958909	0.698295	0.18788	0.271081	cerebral-cortex	glial-cells	Low	Enhanced
RAP1GAP2	23108	2.75484	2.52456	4.68099	3.96303	4.35608	6.38093	4.5286	3.78018	2.21436	3.01972	cerebral-cortex	glial-cells	Low	Approved
RAP1GDS1	5910	38.8511	36.2713	27.7901	29.2184	25.9828	27.2457	26.0438	27.543	38.7768	36.4205	cerebral-cortex	glial-cells	Medium	Approved
RAP2A	5911	8.5255	7.96818	6.7812	8.27395	8.86412	8.16014	7.29494	8.92186	7.84897	8.82774	NA	NA	NA	NA
RAP2B	5912	3.15744	3.45843	3.52952	3.29653	4.28949	4.3935	3.95889	3.87346	5.22279	5.32145	NA	NA	NA	NA
RAP2C	57826	25.7076	19.9472	16.2684	14.9283	21.2018	18.0347	29.0997	21.6427	19.7923	22.604	NA	NA	NA	NA
RAP2C-AS1	101928578	1.22881	0.921985	0.518951	1.25744	0.749715	0.902442	0.395742	1.37296	2.04447	0.828266	NA	NA	NA	NA
RAPGEF1	2889	18.8029	22.7893	21.9415	22.2067	21.2064	19.169	17.7159	18.8391	27.9956	24.8045	NA	NA	NA	NA
RAPGEF2	9693	31.8647	30.0517	28.5163	30.1195	23.4201	27.3182	27.5606	26.8742	29.182	31.2257	NA	NA	NA	NA
RAPGEF3	10411	1.08217	1.5733	1.01446	0.824292	2.50755	4.58476	2.0008	1.9773	3.00062	2.53245	cerebral-cortex	glial-cells	Medium	Approved
RAPGEF4	11069	0.215718	0.239515	0.151501	0.246057	0.351648	0.332961	0.140081	0.180782	0.151715	0.386983	cerebral-cortex	glial-cells	Medium	Approved
RAPGEF6	51735	5.12794	4.06834	3.65563	3.81212	3.63907	4.8809	11.9728	4.39974	2.27357	5.26524	cerebral-cortex	glial-cells	Low	Approved
RAPGEFL1	51195	1.1561	2.39828	1.65052	2.07306	1.88222	2.93581	2.53054	1.84018	2.21613	2.74095	NA	NA	NA	NA
RAPH1	65059	11.1471	12.9886	16.5512	16.3692	19.4262	19.3917	17.6438	16.3395	8.42882	8.46189	cerebral-cortex	glial-cells	Low	Approved
RAPSN	5913	0.273285	0.103828	0.380457	0.179836	0.471575	0.704125	0.0800879	0.285952	0.213086	0.978324	NA	NA	NA	NA
RARA	5914	12.932	14.1037	12.6264	11.8286	16.0011	14.023	14.237	16.0656	19.6253	19.8455	NA	NA	NA	NA
RARB	5915	5.87026	8.41409	0.907169	0.76102	1.46441	0.904307	2.03895	2.76649	3.63013	3.89973	cerebral-cortex	glial-cells	Low	Enhanced
RARG	5916	6.95823	8.39318	6.65274	8.80506	5.74065	4.18615	10.0385	9.14728	7.74501	5.71619	cerebral-cortex	glial-cells	Medium	Supported
RARRES1	5918	0.105345	0.0961538	1.44253	2.14392	0.311845	0.159843	0.431724	0.771963	4.32816	0.347469	NA	NA	NA	NA
RARS2	57038	28.1463	27.2362	26.2536	25.9969	25.6177	24.785	25.7312	24.9784	29.3245	26.5286	NA	NA	NA	NA
RASA1	5921	21.0457	19.9495	17.4845	17.361	26.1677	29.8749	18.8312	18.8029	12.5589	17.0334	NA	NA	NA	NA
RASA2	5922	7.7366	6.53302	8.48704	6.84187	10.6572	10.5339	7.2631	9.36274	4.78359	3.44601	NA	NA	NA	NA
RASA3	22821	21.1598	21.9632	17.69	18.1887	17.5342	16.6056	17.4524	16.5184	24.497	22.2464	NA	NA	NA	NA
RASA3-IT1	100874321	0.343375	0.188158	0	0	0	0	0.164303	0.178884	0.207555	0	NA	NA	NA	NA
RASA4	10156	0.97635	0.598841	0.409158	1.44504	2.36184	1.02721	0.467277	0.382592	1.53475	1.80816	NA	NA	NA	NA
RASA4B	100271927	0.141602	0.18453	0.187826	0.228642	0.276817	0.211773	0.0985905	0.120713	0.171247	0.210391	NA	NA	NA	NA
RASA4CP	401331	0.279449	0.110539	0.216813	0.312388	0.543626	0.434078	0.294845	0.358439	0.0979895	0.260768	NA	NA	NA	NA
RASAL2	9462	13.1166	14.8177	10.074	10.5474	10.7572	9.21859	10.3672	10.4369	11.0358	14.2023	cerebral-cortex	glial-cells	Medium	Enhanced
RASAL2-AS1	100302401	0.606722	1.0808	2.16595	0.702964	0.558942	2.56759	0.540295	1.48981	2.662	1.21301	NA	NA	NA	NA
RASD1	51655	0.378076	0.447662	0.616937	0.451587	0.493122	0.210536	0.34309	0.290246	0.370633	0.216804	NA	NA	NA	NA
RASD2	23551	0.737147	0.807427	0.811905	0.576241	0.164636	0.167867	0.0824852	0.00997464	0.185243	0.19819	NA	NA	NA	NA
RASGEF1A	221002	0.0555448	0.155977	0.207057	0.395708	0.0435505	0.129907	0.691556	0.727743	0.620137	0.393257	cerebral-cortex	glial-cells	Medium	Enhanced
RASGRF2	5924	0.590412	0.481188	0.663536	0.693063	0.973221	2.51072	0.0923558	0.129558	0.731678	0.620921	NA	NA	NA	NA
RASGRP1	10125	1.41979	1.42055	2.78121	3.88993	0.861276	0.912551	5.33883	3.83546	1.3422	1.88287	NA	NA	NA	NA
RASGRP2	10235	2.87497	2.6664	0.832317	0.766595	0.748623	0.276903	0.714646	0.153731	1.747	2.03058	NA	NA	NA	NA
RASGRP3	25780	0.751908	0.755626	0.379025	0.362694	0.365332	0.438618	0.773662	0.540946	0.0370917	0.116964	NA	NA	NA	NA
RASIP1	54922	0.066134	0.195116	0.080041	0.0868469	0.225627	0.129947	0.35108	0.252783	0.215138	0.0971076	NA	NA	NA	NA
RASL10A	10633	0.171279	0.197829	0.63021	0.422443	0.639762	0.590742	0.471848	0.149098	0.556999	0.185311	NA	NA	NA	NA
RASL11A	387496	1.83074	4.00153	0.781046	1.35987	0.867011	0.703065	1.20115	1.00173	0.997735	1.50875	cerebral-cortex	glial-cells	High	Supported
RASL11B	65997	1.07006	0.92538	0.11041	0.0396004	0.129544	0.234799	0.11526	0.209076	0.161588	0.0437265	NA	NA	NA	NA
RASSF1	11186	10.8967	12.1681	10.8519	12.0721	10.6854	11.1629	10.7596	10.248	11.5732	9.58561	cerebral-cortex	glial-cells	Low	Approved
RASSF2	9770	1.55859	1.28403	0.674894	0.709832	0.630516	0.735509	0.699988	0.882186	0.415617	0.587023	NA	NA	NA	NA
RASSF3	283349	22.0388	22.3575	13.4389	13.6089	10.099	8.90503	13.7082	14.938	10.4277	10.4038	cerebral-cortex	glial-cells	Medium	Supported
RASSF4	83937	7.55661	9.98933	4.213	5.60252	7.53998	6.02962	4.73811	4.82892	5.1255	5.43875	NA	NA	NA	NA
RASSF7	8045	14.0301	19.7353	14.2375	18.2986	27.8415	31.0811	18.268	21.0967	17.0449	13.9169	NA	NA	NA	NA
RASSF8	11228	30.8949	32.1422	32.2469	35.3014	21.181	22.4902	31.8168	33.8207	14.3467	23.7551	NA	NA	NA	NA
RASSF8-AS1	100506451	9.34043	8.84136	7.96984	9.28977	5.98416	6.64783	7.8556	7.2007	6.67304	5.6479	NA	NA	NA	NA
RASSF9	9182	0.586457	0.621663	0.327784	0.242677	0.162822	0.110575	0.380325	0.492775	0.13727	0.226737	NA	NA	NA	NA
RAVER1	125950	16.2806	18.3256	13.0793	17.0007	16.7521	14.3595	13.9246	10.5169	16.3093	12.6156	NA	NA	NA	NA
RAVER2	55225	4.74523	3.13192	5.94628	5.6292	2.93424	2.46097	3.11938	3.74423	2.1945	3.55712	cerebral-cortex	glial-cells	Medium	Approved
RB1	5925	19.0264	17.1778	15.1643	12.9317	14.3556	16.8637	20.9361	18.2818	14.6673	22.7521	NA	NA	NA	NA
RB1CC1	9821	15.5652	18.2734	8.72471	10.4598	14.1688	19.6867	11.515	12.8427	10.0572	18.5421	NA	NA	NA	NA
RBAK	57786	3.71215	3.76114	2.32833	2.78342	2.64017	2.60306	2.83819	3.06824	1.32894	3.00395	NA	NA	NA	NA
RBBP4	5928	35.1313	32.9239	34.5721	30.6997	45.1457	37.5547	38.005	32.1627	36.9691	41.7748	cerebral-cortex	glial-cells	High	Supported
RBBP4P1	642954	2.0305	1.44103	1.35615	1.66498	1.26269	1.30383	1.20462	2.05602	1.66007	1.90073	NA	NA	NA	NA
RBBP4P2	100420527	0.838729	1.26721	1.10772	1.08447	1.30813	1.08189	0.996722	0.964284	1.25911	1.16592	NA	NA	NA	NA
RBBP4P4	727842	1.15853	1.08333	0.798811	1.17107	1.1867	1.05702	0.784463	0.88324	1.05932	1.01597	NA	NA	NA	NA
RBBP4P5	100288451	0.20207	0.284588	0.289572	0.142425	0.248699	0.168728	0.303982	0.300773	0.244367	0.471781	NA	NA	NA	NA
RBBP5	5929	4.90993	5.13213	4.22854	4.525	6.93404	5.12334	4.56425	4.55219	4.90072	4.60497	NA	NA	NA	NA
RBBP6	5930	14.2585	16.5355	12.3954	12.6068	15.9733	15.7253	15.1063	16.2407	11.6038	16.5172	NA	NA	NA	NA
RBBP7	5931	136.076	126.226	112.454	122.324	91.1084	74.503	124.86	149.651	130.226	121.924	cerebral-cortex	glial-cells	High	Supported
RBBP8	5932	8.4547	8.60821	6.85741	10.2278	7.41626	5.55161	7.5037	8.19737	7.74605	12.832	cerebral-cortex	glial-cells	Low	Approved
RBBP9	10741	6.18236	6.04252	5.63063	5.12777	5.6514	5.49527	4.56997	5.21753	5.68346	6.11955	cerebral-cortex	glial-cells	Medium	Approved
RBCK1	10616	42.5937	52.4981	52.5078	56.436	68.5776	60.6973	60.0372	55.0372	49.281	43.9629	NA	NA	NA	NA
RBFA	79863	13.7099	12.2278	14.8614	16.0521	11.119	9.16016	11.309	13.3686	14.8207	14.9433	cerebral-cortex	glial-cells	Low	Approved
RBFADN	100506070	0.405416	0.480151	0.411236	0.469528	0.44015	0.162219	0.370404	0.462673	0.546394	0.637073	NA	NA	NA	NA
RBFOX2	23543	77.5665	78.8109	88.7718	88.5042	84.4463	89.4823	79.3152	84.5828	87.5302	84.7798	cerebral-cortex	glial-cells	Medium	Approved
RBKS	64080	0.523725	0.562851	0.656761	0.616691	0.462794	0.696492	0.415635	0.72951	0.620893	0.480316	NA	NA	NA	NA
RBL2	5934	12.807	11.5367	9.26699	8.64394	12.1127	11.5947	9.39784	10.0185	11.0456	13.5848	cerebral-cortex	glial-cells	High	Supported
RBM12	10137	30.1354	33.0771	29.9426	31.822	33.0967	33.8656	30.7657	32.1468	36.3233	31.5018	cerebral-cortex	glial-cells	Medium	Enhanced
RBM12B	389677	7.513	8.95345	5.42342	4.84446	5.8199	4.49356	6.78505	6.41926	3.74026	5.52534	NA	NA	NA	NA
RBM12B-AS1	55472	0.884426	0.699438	0.62041	1.14124	1.47097	0.518288	0.764301	1.30762	0.443178	0.610939	NA	NA	NA	NA
RBM14	10432	10.9815	11.653	13.7131	13.0212	13.8593	12.4203	14.5064	12.9582	12.4614	10.9285	cerebral-cortex	glial-cells	High	Supported
RBM14-RBM4	100526737	11.7099	0.119609	0.119263	0.119436	7.56469	0.119622	0.119585	0.272303	16.7428	0.119492	NA	NA	NA	NA
RBM15	64783	1.72535	2.30513	1.88983	2.04735	2.09073	1.80447	2.27293	2.65182	2.13502	2.06487	cerebral-cortex	glial-cells	Low	Supported
RBM17	84991	64.2339	58.1177	50.4565	53.9505	49.8827	44.6275	60.6002	57.4907	58.6572	64.3147	cerebral-cortex	glial-cells	High	Supported
RBM18	92400	20.5652	22.0024	21.7887	21.6773	18.6513	20.5714	16.4556	17.8115	16.7377	18.2219	NA	NA	NA	NA
RBM19	9904	8.3794	7.99637	10.5677	11.3889	10.3753	8.39285	11.2663	8.49581	10.7028	9.26519	cerebral-cortex	glial-cells	Low	Supported
RBM20	282996	0.369802	0.627604	0.146057	0.162686	0.176078	0.132861	0.158121	0.17164	0.746718	0.581086	NA	NA	NA	NA
RBM22	55696	21.1895	20.2781	22.5897	24.018	20.1621	19.6318	20.1996	18.5755	19.9274	22.1674	cerebral-cortex	glial-cells	High	Supported
RBM23	55147	41.4596	36.5765	37.9239	39.4197	24.78	29.918	34.9425	36.6823	46.4774	38.845	NA	NA	NA	NA
RBM24	221662	28.581	27.5951	24.7964	25.4075	25.3954	24.0482	14.0628	12.4904	28.909	26.9914	cerebral-cortex	glial-cells	Low	Enhanced
RBM25	58517	55.9491	52.1431	51.2203	56.9637	63.5624	64.1453	54.7587	64.038	28.7616	52.3084	cerebral-cortex	glial-cells	Medium	Supported
RBM26	64062	9.7557	10.0493	9.29288	9.11202	10.149	10.7436	10.8538	11.5569	6.57402	10.1068	cerebral-cortex	glial-cells	Medium	Approved
RBM26-AS1	100505538	0.665607	0.723877	1.05517	1.15165	1.06662	1.48441	0.578543	0.410979	0.607524	0.898024	NA	NA	NA	NA
RBM27	54439	13.571	12.9943	17.4837	14.059	17.4443	14.5039	17.5162	20.8639	10.4851	13.3161	cerebral-cortex	glial-cells	Medium	Approved
RBM28	55131	17.5581	22.3621	23.3279	20.6404	22.2842	18.7146	21.0162	20.8272	17.4719	17.4064	cerebral-cortex	glial-cells	Low	Enhanced
RBM33	155435	10.5418	10.34	8.48234	7.5198	9.90888	10.0378	7.67279	9.10354	10.6087	9.65045	cerebral-cortex	glial-cells	High	Approved
RBM34	23029	74.8643	71.3745	81.0636	84.3432	91.2881	85.2528	76.6776	84.1015	67.0182	84.3806	cerebral-cortex	glial-cells	Medium	Approved
RBM38	55544	3.26433	3.26901	4.556	3.90303	5.56553	6.63519	6.60825	5.0413	5.48341	5.65388	cerebral-cortex	glial-cells	Medium	Approved
RBM39	9584	396.367	361.57	283.853	310.593	293.217	255.368	305.772	341.342	257.629	285.311	cerebral-cortex	glial-cells	Medium	Supported
RBM4	5936	51.4374	62.0602	75.0134	76.6153	70.9162	70.8957	68.1553	73.8955	55.7659	62.7435	cerebral-cortex	glial-cells	Low	Approved
RBM41	55285	8.27233	6.68074	4.33276	5.65508	6.31524	8.59905	6.59014	8.29156	5.12541	5.45799	NA	NA	NA	NA
RBM42	79171	41.9063	43.358	48.656	46.2724	47.2436	50.2877	46.2983	39.691	53.7473	42.8896	cerebral-cortex	glial-cells	High	Supported
RBM43	375287	0.731713	0.615867	0.519766	0.516817	0.568149	0.603258	0.722628	0.907847	0.614784	0.704957	NA	NA	NA	NA
RBM44	375316	0.0946294	0.155481	0.122791	0.158894	0.111886	0.0985831	0.183861	0.196413	0.156754	0.204614	NA	NA	NA	NA
RBM45	129831	7.12945	11.1704	9.35967	8.87103	8.07803	9.7304	11.0397	9.25431	8.92684	10.6336	cerebral-cortex	glial-cells	High	Approved
RBM47	54502	0.450142	0.426992	0.66282	0.20364	0.0850536	0.282488	0.612766	0.118353	2.0011	0.111638	NA	NA	NA	NA
RBM48	84060	4.86675	4.35763	3.55727	3.69629	3.72355	3.57947	3.05469	3.99944	3.83529	4.64722	NA	NA	NA	NA
RBM48P1	132817	0.204736	0.261647	0.155586	0.168354	0.110299	0.119667	0.0653308	0.142212	0.123794	0.0743554	NA	NA	NA	NA
RBM4B	83759	13.485	13.9009	14.5134	12.702	12.89	12.0146	13.8086	14.9218	12.7072	13.7374	NA	NA	NA	NA
RBM5	10181	116.619	127.707	125.81	114.14	141.25	124.675	114.241	113.085	128.12	132.369	cerebral-cortex	glial-cells	High	Approved
RBM6	10180	44.4678	54.2032	31.6215	42.8416	32.7036	33.3588	48.1531	48.1877	46.3172	50.908	cerebral-cortex	glial-cells	High	Enhanced
RBM7	10179	46.5572	36.3362	28.8756	32.9246	30.3797	37.986	30.7277	38.3623	22.2528	30.2315	NA	NA	NA	NA
RBM8A	9939	0.264705	0.112942	0.907529	0.0578617	0.0968264	0.257331	0.087325	0.0538421	0.10302	3.14403	cerebral-cortex	glial-cells	High	Supported
RBM8B	112846	4.74626	4.05587	4.67449	5.24542	4.21919	4.32771	2.72575	3.56056	5.50929	6.51478	NA	NA	NA	NA
RBMS1	5937	24.4232	23.9614	25.2456	23.7966	27.3951	25.8501	23.0376	25.3606	18.907	24.71	NA	NA	NA	NA
RBMS1P1	5938	8.04821	7.29965	6.54671	7.17925	7.66437	7.11267	6.56427	8.21787	5.41141	6.90982	NA	NA	NA	NA
