	SYMBOL	ENTREZID	Ctrl_NIH1.Veh.R1	Ctrl_NIH1.Veh.R2
PDC	PDC	5132	0.249047	0.207227
PDCD10	PDCD10	11235	30.8161	35.0057
PDCD11	PDCD11	22984	13.5561	11.2211
PDCD1LG2	PDCD1LG2	80380	0.162926	0.103869
PDCD2	PDCD2	5134	39.1066	48.9101
PDCD2L	PDCD2L	84306	5.14939	6.89019
PDCD4	PDCD4	27250	44.89	36.3765
PDCD4-AS1	PDCD4-AS1	282997	4.43272	2.78443
PDCD5	PDCD5	9141	70.3999	87.1764
PDCD6	PDCD6	10016	61.0272	79.6818
PDCD6IP	PDCD6IP	10015	46.262	42.8822
PDCD7	PDCD7	10081	15.4306	16.4831
PDCL	PDCL	5082	21.1391	17.4418
PDCL3	PDCL3	79031	34.2998	37.3461
PDCL3P4	PDCL3P4	285359	2.58966	4.40628
PDCL3P5	PDCL3P5	644850	2.92385	2.46431
PDE10A	PDE10A	10846	4.8115	2.05684
PDE11A	PDE11A	50940	0.230318	0.259164
PDE12	PDE12	201626	2.83116	2.2457
PDE1A	PDE1A	5136	0.265671	0.32124
PDE1B	PDE1B	5153	0.919936	2.45163
PDE1C	PDE1C	5137	1.98247	1.2003
PDE2A	PDE2A	5138	1.03236	1.94487
PDE3A	PDE3A	5139	1.5779	1.43455
PDE3B	PDE3B	5140	1.10445	0.489963
PDE4A	PDE4A	5141	0.423263	0.70455
PDE4B	PDE4B	5142	32.1019	20.694
PDE4C	PDE4C	5143	0.0638029	0.350094
PDE4D	PDE4D	5144	11.5362	7.5603
PDE4DIP	PDE4DIP	9659	0.255251	0.566124
PDE5A	PDE5A	8654	2.87688	2.23261
PDE6B	PDE6B	5158	3.52826	5.25193
PDE6C	PDE6C	5146	0.328113	0.182514
PDE6D	PDE6D	5147	23.0238	30.1134
PDE6G	PDE6G	5148	0	0.197317
PDE7A	PDE7A	5150	23.6406	18.4989
PDE7B	PDE7B	27115	1.52358	0.843402
PDE8A	PDE8A	5151	15.2107	15.0796
PDE8B	PDE8B	8622	2.88993	3.32411
PDE9A	PDE9A	5152	16.4394	16.3935
PDF	PDF	64146	9.09566	6.48633
PDGFA	PDGFA	5154	1.55965	0.911331
PDGFB	PDGFB	5155	8.81464	3.73511
PDGFC	PDGFC	56034	59.6392	54.8289
PDGFD	PDGFD	80310	4.81573	5.40333
PDGFRA	PDGFRA	5156	0.809748	0.0853359
PDGFRB	PDGFRB	5159	5.93646	6.44427
PDGFRL	PDGFRL	5157	1.25139	1.06118
PDHA1	PDHA1	5160	89.5502	88.2649
PDHB	PDHB	5162	51.1901	62.8138
PDHX	PDHX	8050	13.8537	18.3002
PDIA2	PDIA2	64714	0.438768	0.627958
PDIA3	PDIA3	2923	238.619	265.126
PDIA4	PDIA4	9601	112.62	136.623
PDIA5	PDIA5	10954	18.6286	21.8324
PDIA6	PDIA6	10130	166.469	193.664
PDIK1L	PDIK1L	149420	7.87745	7.10175
PDK1	PDK1	5163	3.38008	1.74036
PDK2	PDK2	5164	17.844	23.0304
PDK3	PDK3	5165	2.89499	3.29965
PDK4	PDK4	5166	0.476436	0.695987
PDLIM1	PDLIM1	9124	4.04274	10.5229
PDLIM1P4	PDLIM1P4	100419185	0.112018	0.10007
PDLIM2	PDLIM2	64236	45.4925	40.5683
PDLIM3	PDLIM3	27295	4.18834	6.07832
PDLIM4	PDLIM4	8572	5.22501	13.8198
PDLIM5	PDLIM5	10611	30.1903	23.7596
PDLIM7	PDLIM7	9260	134.534	112.403
PDP1	PDP1	54704	9.78465	10.9393
PDP2	PDP2	57546	2.68753	3.1047
PDPK1	PDPK1	5170	13.0301	13.7419
PDPN	PDPN	10630	47.2085	62.8411
PDPR	PDPR	55066	18.6748	12.49
PDRG1	PDRG1	81572	16.452	24.8564
PDS5A	PDS5A	23244	31.5205	26.7351
PDS5B	PDS5B	23047	36.2646	34.4404
PDSS1	PDSS1	23590	7.74336	9.80387
PDSS2	PDSS2	57107	3.63499	5.95127
PDXDC1	PDXDC1	23042	20.4478	20.8709
PDXK	PDXK	8566	16.857	19.9677
PDXP	PDXP	57026	20.1787	22.7006
PDYN	PDYN	5173	0.239591	0.0356279
PDZD11	PDZD11	51248	42.1122	46.1728
PDZD2	PDZD2	23037	1.52989	1.36914
PDZD4	PDZD4	57595	0.889836	5.55461
PDZD7	PDZD7	79955	0.131272	0.408807
PDZD8	PDZD8	118987	11.4708	6.56923
PDZD9	PDZD9	255762	0.207989	0.278882
PDZRN3	PDZRN3	23024	44.1828	37.737
PDZRN3-AS1	PDZRN3-AS1	101927249	1.01249	0.350456
PDZRN4	PDZRN4	29951	0.809137	0.444201
PEA15	PEA15	8682	383.352	575.074
PEAK1	PEAK1	79834	27.0782	11.5325
PEAR1	PEAR1	375033	0.112666	0.0284688
PEBP1	PEBP1	5037	146.259	172.308
PEBP1P2	PEBP1P2	647307	0.74735	1.22934
PECR	PECR	55825	4.0941	3.92827
PEF1	PEF1	553115	32.0275	42.8869
PEG10	PEG10	23089	448.624	1181.74
PELI1	PELI1	57162	30.3202	29.4546
PELI2	PELI2	57161	2.65107	1.98088
PELI3	PELI3	246330	3.46108	3.54679
PELO	PELO	53918	4.37724	4.97755
PELP1	PELP1	27043	24.8637	21.6399
PEMT	PEMT	10400	16.0886	19.1772
PENK	PENK	5179	0	0.0808293
PEPD	PEPD	5184	23.5669	41.2021
PER1	PER1	5187	9.79083	11.9481
PER2	PER2	8864	2.92717	1.70726
PER3	PER3	8863	6.51009	4.56348
PERP	PERP	64065	2.16587	2.7839
PES1	PES1	23481	25.6356	32.3943
PET100	PET100	100131801	40.1235	66.2584
PET117	PET117	100303755	9.44883	9.0286
PEX1	PEX1	5189	15.74	15.1725
PEX10	PEX10	5192	18.2458	19.2588
PEX11A	PEX11A	8800	3.38785	5.20961
PEX11B	PEX11B	8799	0.0632374	0.0847014
PEX11G	PEX11G	92960	1.33928	1.92447
PEX12	PEX12	5193	4.0383	4.7442
PEX13	PEX13	5194	12.9656	13.364
PEX14	PEX14	5195	10.5545	9.63618
PEX16	PEX16	9409	5.91689	7.69192
PEX19	PEX19	5824	44.7965	45.9588
PEX2	PEX2	5828	38.2031	36.8616
PEX26	PEX26	55670	14.5101	10.245
PEX3	PEX3	8504	8.30246	9.57804
PEX5	PEX5	5830	14.6999	14.0788
PEX5L	PEX5L	51555	0.642912	0.335935
PEX6	PEX6	5190	5.50878	5.87583
PEX7	PEX7	5191	3.56407	5.3454
PFAS	PFAS	5198	19.5667	13.5782
PFDN1	PFDN1	5201	58.1009	69.2098
PFDN2	PFDN2	5202	77.2137	105.357
PFDN4	PFDN4	5203	39.6198	56.4366
PFDN5	PFDN5	5204	258.433	384.161
PFKFB1	PFKFB1	5207	0.130189	0.0936064
PFKFB2	PFKFB2	5208	2.42835	3.03493
PFKFB3	PFKFB3	5209	9.40333	9.06864
PFKFB4	PFKFB4	5210	4.91837	5.25632
PFKL	PFKL	5211	40.0004	36.0842
PFKM	PFKM	5213	60.3311	57.0353
PFKP	PFKP	5214	12.3022	14.1844
PFN1	PFN1	5216	373.697	449.106
PFN1P1	PFN1P1	730138	9.82538	12.5507
PFN1P6	PFN1P6	645126	0.21862	0.196761
PFN2	PFN2	5217	181.978	205.068
PFN4	PFN4	375189	0.485489	0.416732
PGA5	PGA5	5222	0	0
PGAM1	PGAM1	5223	95.4022	103.639
PGAM1P7	PGAM1P7	100420650	0.752655	0.224646
PGAM2	PGAM2	5224	0.0872229	0.0761523
PGAM5	PGAM5	192111	18.1457	16.2486
PGAP1	PGAP1	80055	28.8093	25.6439
PGAP2	PGAP2	27315	11.8605	19.7039
PGAP3	PGAP3	93210	10.6226	11.1177
PGBD1	PGBD1	84547	8.56729	7.88191
PGBD2	PGBD2	267002	5.71222	3.83809
PGBD3	PGBD3	267004	0.7219	1.83291
PGBD4	PGBD4	161779	1.71308	1.71995
PGBD4P3	PGBD4P3	100421136	0.486409	0.105118
PGBD5	PGBD5	79605	14.0416	8.05927
PGD	PGD	5226	181.621	185.719
PGDP1	PGDP1	342705	0.328132	0.260511
PGF	PGF	5228	0.346204	0.174282
PGGT1B	PGGT1B	5229	12.5065	11.5752
PGK1P2	PGK1P2	5233	0.222818	0.517655
PGLS	PGLS	25796	50.3109	64.8279
PGLYRP1	PGLYRP1	8993	0.172644	0.0773031
PGM1	PGM1	5236	10.8019	14.0048
PGM2	PGM2	55276	10.1965	11.1277
PGM2L1	PGM2L1	283209	2.17635	2.91586
PGM3	PGM3	5238	18.869	23.5142
PGM5	PGM5	5239	0.14469	0.374336
PGM5P2	PGM5P2	595135	0.205084	0.0686621
PGP	PGP	283871	17.4654	13.4115
PGPEP1	PGPEP1	54858	5.81019	11.2177
PGRMC1	PGRMC1	10857	112.38	107.579
PGRMC2	PGRMC2	10424	41.7681	37.5556
PGS1	PGS1	9489	16.962	12.869
PHACTR1	PHACTR1	221692	8.48543	5.17112
PHACTR2	PHACTR2	9749	8.7652	3.77137
PHACTR2P1	PHACTR2P1	100533676	0.894364	0.199712
PHACTR3	PHACTR3	116154	0.0326875	0
PHACTR4	PHACTR4	65979	21.2541	17.8085
PHAX	PHAX	51808	44.8313	40.3851
PHB	PHB	5245	62.0122	84.7351
PHB2	PHB2	11331	5.71214	6.6299
PHBP13	PHBP13	100418843	0	0.287314
PHBP9	PHBP9	100289414	1.51168	1.2883
PHC1	PHC1	1911	23.6707	23.6174
PHC1P1	PHC1P1	653441	4.99376	3.01432
PHC2	PHC2	1912	95.8025	88.8491
PHC3	PHC3	80012	8.65973	4.76585
PHEX	PHEX	5251	0.15223	0.128963
PHF1	PHF1	5252	0.42807	0.190087
PHF10	PHF10	55274	55.6771	42.2365
PHF11	PHF11	51131	6.22791	7.29089
PHF12	PHF12	57649	51.2346	43.7729
PHF13	PHF13	148479	17.4558	15.1178
PHF14	PHF14	9678	31.7987	31.0848
PHF19	PHF19	26147	28.0289	24.661
PHF2	PHF2	5253	20.7519	19.6364
PHF20	PHF20	51230	14.8957	11.2336
PHF20L1	PHF20L1	51105	36.3615	30.3099
PHF21A	PHF21A	51317	33.9	23.2607
PHF21B	PHF21B	112885	12.0271	8.69268
PHF23	PHF23	79142	42.6039	45.9862
PHF3	PHF3	23469	18.1262	14.1966
PHF5A	PHF5A	84844	36.8832	40.0765
PHF6	PHF6	84295	26.8424	22.756
PHF7	PHF7	51533	4.42114	5.4134
PHF8	PHF8	23133	0.256313	3.35478
PHGDH	PHGDH	26227	52.5464	48.6669
PHIP	PHIP	55023	27.089	20.1443
PHKA1P1	PHKA1P1	646780	1.59402	1.33368
PHKA2	PHKA2	5256	6.66041	6.87816
PHKA2-AS1	PHKA2-AS1	100132163	0.203188	0.102776
PHKB	PHKB	5257	49.9774	40.6931
PHKG1	PHKG1	5260	0.740563	0.78183
PHKG2	PHKG2	5261	19.129	20.6812
PHLDA1	PHLDA1	22822	30.8827	41.0303
PHLDA2	PHLDA2	7262	1.85092	7.31492
PHLDA3	PHLDA3	23612	12.4715	21.2552
PHLDB1	PHLDB1	23187	1.07171	5.19812
PHLDB2	PHLDB2	90102	26.2048	16.3874
PHLDB3	PHLDB3	653583	2.74883	3.54861
PHLPP1	PHLPP1	23239	37.4897	23.6129
PHLPP2	PHLPP2	23035	6.59145	4.34579
PHOSPHO2	PHOSPHO2	493911	5.49258	4.04444
PHPT1	PHPT1	29085	102.375	163.092
PHRF1	PHRF1	57661	14.2896	10.5508
PHTF1	PHTF1	10745	20.0624	22.1947
PHTF2	PHTF2	57157	15.8236	12.6481
PHYH	PHYH	5264	14.3416	21.7327
PHYHD1	PHYHD1	254295	0.0775041	0.169352
PHYHIP	PHYHIP	9796	0.0313672	0.764144
PHYHIPL	PHYHIPL	84457	3.10599	3.08524
PHYKPL	PHYKPL	85007	24.0643	21.3411
PI15	PI15	51050	8.16984	10.2264
PI4K2A	PI4K2A	55361	13.1305	12.1181
PI4K2B	PI4K2B	55300	9.8867	8.33824
PI4KA	PI4KA	5297	19.9524	21.0374
PI4KAP1	PI4KAP1	728233	6.53381	6.86073
PI4KAP2	PI4KAP2	375133	16.7601	15.4665
PI4KB	PI4KB	5298	23.1599	27.2459
PIANP	PIANP	196500	13.5329	15.6405
PIAS1	PIAS1	8554	17.8797	13.4262
PIAS2	PIAS2	9063	8.82143	6.15807
PIAS3	PIAS3	10401	0.394373	0.718503
PIAS4	PIAS4	51588	14.4556	9.2972
PIBF1	PIBF1	10464	7.42746	9.09587
PICALM	PICALM	8301	72.4734	65.4066
PICK1	PICK1	9463	7.52833	9.90293
PID1	PID1	55022	14.7769	25.3856
PIEZO1	PIEZO1	9780	17.1553	17.5031
PIEZO2	PIEZO2	63895	2.80587	1.49117
PIF1	PIF1	80119	22.0281	18.6247
PIFO	PIFO	128344	1.48851	6.39446
PIGA	PIGA	5277	4.35802	5.34219
PIGB	PIGB	9488	6.3089	8.90915
PIGC	PIGC	5279	22.6229	22.9654
PIGCP1	PIGCP1	5280	5.70317	3.82613
PIGF	PIGF	5281	22.1909	27.3095
PIGFP1	PIGFP1	5282	0	0.531675
PIGG	PIGG	54872	32.8917	29.3659
PIGH	PIGH	5283	10.5478	15.1216
PIGHP1	PIGHP1	644761	0.611115	0.438668
PIGK	PIGK	10026	10.0187	9.68646
PIGL	PIGL	9487	13.4782	14.2041
PIGM	PIGM	93183	8.70656	7.85441
PIGN	PIGN	23556	9.19322	7.40119
PIGO	PIGO	84720	10.7341	11.829
PIGP	PIGP	51227	12.454	16.7366
PIGQ	PIGQ	9091	24.9686	30.0577
PIGS	PIGS	94005	22.8916	26.8758
PIGT	PIGT	51604	41.9676	50.7526
PIGU	PIGU	128869	19.0411	20.6495
PIGUP1	PIGUP1	100422342	0.873497	1.1767
PIGV	PIGV	55650	4.73849	5.65772
PIGX	PIGX	54965	17.3423	16.7879
PIGZ	PIGZ	80235	1.20995	1.28906
PIH1D1	PIH1D1	55011	39.5913	53.5449
PIK3AP1	PIK3AP1	118788	0.276783	0.220103
PIK3C2A	PIK3C2A	5286	22.177	15.4824
PIK3C2B	PIK3C2B	5287	10.4761	6.28628
PIK3C3	PIK3C3	5289	29.8365	30.8023
PIK3CA	PIK3CA	5290	10.6829	7.77596
PIK3CB	PIK3CB	5291	11.2805	14.1232
PIK3CD	PIK3CD	5293	0.969341	2.13829
PIK3IP1	PIK3IP1	113791	3.43553	3.45638
PIK3R1	PIK3R1	5295	14.5941	10.5552
PIK3R3	PIK3R3	8503	58.956	33.3757
PIK3R4	PIK3R4	30849	10.139	13.7496
PIKFYVE	PIKFYVE	200576	11.5599	8.11682
PILRA	PILRA	29992	0.805168	1.51484
PILRB	PILRB	29990	21.0147	23.2648
PIM1	PIM1	5292	7.56328	5.27176
PIM3	PIM3	415116	7.31647	7.53997
PIN1	PIN1	5300	77.654	82.5515
PIN4	PIN4	5303	16.1512	22.9832
PIN4P1	PIN4P1	728758	0.886894	0.5987
PINK1	PINK1	65018	21.7834	33.156
PINK1-AS	PINK1-AS	100861548	1.83533	2.26932
PINLYP	PINLYP	390940	1.92651	1.81973
PINX1	PINX1	54984	6.28365	10.0247
PIP4K2A	PIP4K2A	5305	13.5208	10.2966
PIP4K2B	PIP4K2B	8396	55.2658	40.0398
PIP4K2C	PIP4K2C	79837	8.74132	9.6931
PIP5K1A	PIP5K1A	8394	36.651	36.7335
PIP5K1B	PIP5K1B	8395	9.87991	4.42082
PIP5K1C	PIP5K1C	23396	17.2637	14.2195
PIP5KL1	PIP5KL1	138429	1.09062	1.57341
PIPOX	PIPOX	51268	23.9117	28.8643
PIPSL	PIPSL	266971	1.51038	0.784402
PIR	PIR	8544	14.6255	23.8405
PISD	PISD	23761	13.2709	12.7177
PITHD1	PITHD1	57095	33.0552	45.5615
PITPNA	PITPNA	5306	31.0926	34.1423
PITPNA-AS1	PITPNA-AS1	100306951	11.3222	13.5015
PITPNB	PITPNB	23760	36.6365	30.7262
PITPNC1	PITPNC1	26207	13.2414	15.8934
PITPNM1	PITPNM1	9600	11.7385	13.5437
PITPNM2	PITPNM2	57605	1.25713	1.67789
PITPNM3	PITPNM3	83394	0.563362	1.02331
PITRM1	PITRM1	10531	31.0762	32.5195
PITRM1-AS1	PITRM1-AS1	100507034	0.448065	0.353468
PITX2	PITX2	5308	0	0
PITX3	PITX3	5309	0	0
PIWIL4	PIWIL4	143689	0.610222	0.656704
PJA1	PJA1	64219	40.4818	52.0387
PJA2	PJA2	9867	72.8804	67.3376
PKD1	PKD1	5310	43.3771	34.0324
PKD1P1	PKD1P1	339044	2.14929	1.11192
PKD1P5	PKD1P5	348156	3.64505	3.62206
PKD1P6	PKD1P6	353511	14.0989	6.90554
PKD2	PKD2	5311	29.8271	19.6468
PKDCC	PKDCC	91461	133.566	65.9648
PKDREJ	PKDREJ	10343	0.225491	0.173905
PKIA	PKIA	5569	42.3566	35.5842
PKIB	PKIB	5570	37.472	36.1861
PKIG	PKIG	11142	41.0666	40.812
PKM	PKM	5315	394.368	437.89
PKMP1	PKMP1	643586	0.307904	0.42774
PKMP3	PKMP3	100419758	1.22008	2.10726
PKMYT1	PKMYT1	9088	24.2778	19.0899
PKN1	PKN1	5585	30.613	34.0106
PKN2	PKN2	5586	30.9583	19.3814
PKN3	PKN3	29941	5.74794	5.01387
PKNOX1	PKNOX1	5316	7.61924	6.81214
PKNOX2	PKNOX2	63876	18.3964	17.7319
PKP2	PKP2	5318	0.30781	0.197564
PKP4	PKP4	8502	30.655	23.6024
PLA2G12A	PLA2G12A	81579	5.81329	14.7919
PLA2G12AP1	PLA2G12AP1	100420258	0.848741	0.870172
PLA2G15	PLA2G15	23659	10.7866	12.01
PLA2G3	PLA2G3	50487	3.96163	3.37281
PLA2G4A	PLA2G4A	5321	1.37446	1.35633
PLA2G4B	PLA2G4B	100137049	2.43096	4.26064
PLA2G4C	PLA2G4C	8605	1.30985	4.04983
PLA2G6	PLA2G6	8398	10.7099	12.0745
PLA2G7	PLA2G7	7941	0.0878287	0
PLA2R1	PLA2R1	22925	0.244203	0.265777
PLAA	PLAA	9373	19.3751	14.7914
PLAC8	PLAC8	51316	0.260897	0.0686035
PLAC8L1	PLAC8L1	153770	0.715498	0.916102
PLAC9	PLAC9	219348	0.791162	1.62757
PLAG1	PLAG1	5324	2.1531	2.05848
PLAGL1	PLAGL1	5325	30.0761	27.7808
PLAGL2	PLAGL2	5326	11.1701	8.25371
PLAT	PLAT	5327	21.8711	45.886
PLAU	PLAU	5328	1.39811	4.91383
PLAUR	PLAUR	5329	6.6825	6.84099
PLB1	PLB1	151056	4.86123	3.83969
PLBD1	PLBD1	79887	0.414035	0.193192
PLBD2	PLBD2	196463	7.22707	6.32891
PLCB1	PLCB1	23236	1.93813	1.88492
PLCB2	PLCB2	5330	0.56568	0.229266
PLCB3	PLCB3	5331	10.3931	9.82562
PLCB4	PLCB4	5332	1.84277	1.54014
PLCD1	PLCD1	5333	9.72941	13.4468
PLCD3	PLCD3	113026	5.55295	8.82775
PLCD4	PLCD4	84812	4.06426	5.7267
PLCE1	PLCE1	51196	3.71401	3.17755
PLCE1-AS1	PLCE1-AS1	100128054	0.240873	0.267857
PLCG1	PLCG1	5335	107.841	80.5274
PLCG2	PLCG2	5336	0.317321	0.375572
PLCH1	PLCH1	23007	37.4093	40.3951
PLCH2	PLCH2	9651	0.190905	0.426071
PLCL1	PLCL1	5334	1.12926	0.892236
PLCL2	PLCL2	23228	2.9943	2.78409
PLCXD1	PLCXD1	55344	37.0662	25.0249
PLCXD2	PLCXD2	257068	1.51927	1.20947
PLD1	PLD1	5337	6.79588	3.39304
PLD2	PLD2	5338	18.8247	14.9156
PLD3	PLD3	23646	146.597	186.701
PLD4	PLD4	122618	0	0
PLD5	PLD5	200150	3.35374	2.13861
PLD6	PLD6	201164	0.480609	0.686196
PLEC	PLEC	5339	1.74747	2.75792
PLEKHA1	PLEKHA1	59338	7.8706	8.79633
PLEKHA2	PLEKHA2	59339	7.96698	5.26127
PLEKHA3	PLEKHA3	65977	6.55018	4.1615
PLEKHA4	PLEKHA4	57664	8.24949	9.536
PLEKHA5	PLEKHA5	54477	19.4136	14.193
PLEKHA6	PLEKHA6	22874	5.70805	6.04718
PLEKHA7	PLEKHA7	144100	4.65853	4.6841
PLEKHA8	PLEKHA8	84725	13.8783	8.67408
PLEKHA8P1	PLEKHA8P1	51054	4.26156	2.71972
PLEKHB1	PLEKHB1	58473	5.8576	8.96134
PLEKHB2	PLEKHB2	55041	40.6571	47.4817
PLEKHD1	PLEKHD1	400224	0.0562106	0.125458
PLEKHF1	PLEKHF1	79156	0.385014	0.923559
PLEKHF2	PLEKHF2	79666	6.22978	6.646
PLEKHG1	PLEKHG1	57480	14.044	12.1718
PLEKHG2	PLEKHG2	64857	61.4443	29.3894
PLEKHG3	PLEKHG3	26030	8.40139	4.0149
PLEKHG4	PLEKHG4	25894	0.357664	0.604337
PLEKHG4B	PLEKHG4B	153478	5.97388	4.29292
PLEKHG5	PLEKHG5	57449	20.5205	18.5459
PLEKHG6	PLEKHG6	55200	0.542842	0.180561
PLEKHH1	PLEKHH1	57475	4.25742	6.05188
PLEKHH2	PLEKHH2	130271	8.74942	5.82801
PLEKHH3	PLEKHH3	79990	9.26291	8.60028
PLEKHJ1	PLEKHJ1	55111	72.6979	79.1191
PLEKHM1	PLEKHM1	9842	1.98098	1.64797
PLEKHM2	PLEKHM2	23207	17.423	17.3319
PLEKHM3	PLEKHM3	389072	2.12091	0.863572
PLEKHO1	PLEKHO1	51177	9.46497	0.83094
PLEKHO2	PLEKHO2	80301	6.01622	5.44659
PLGLB1	PLGLB1	5343	1.54831	1.27288
PLGLB2	PLGLB2	5342	0.350367	0.307223
PLGRKT	PLGRKT	55848	19.1686	24.0528
PLIN2	PLIN2	123	14.5407	16.5555
PLIN3	PLIN3	10226	29.2823	35.0067
PLIN4	PLIN4	729359	0.185046	0.158421
PLIN5	PLIN5	440503	0.823137	0.794487
PLK1	PLK1	5347	54.1299	39.7954
PLK2	PLK2	10769	21.4518	15.6041
PLK3	PLK3	1263	5.36916	6.72358
PLK4	PLK4	10733	28.6285	16.7536
PLLP	PLLP	51090	2.88679	6.44411
PLOD1	PLOD1	5351	37.9452	40.6636
PLOD2	PLOD2	5352	19.084	18.7851
PLOD3	PLOD3	8985	24.6484	29.3803
PLP1	PLP1	5354	3.86059	8.12692
PLP2	PLP2	5355	0	0.0459021
PLRG1	PLRG1	5356	38.9235	38.7793
PLS1	PLS1	5357	1.16487	1.30204
PLS3	PLS3	5358	4.89821	9.01186
PLSCR1	PLSCR1	5359	6.80927	5.87903
PLSCR4	PLSCR4	57088	1.09327	0.875164
PLTP	PLTP	5360	99.4585	86.3043
PLXDC1	PLXDC1	57125	0.370074	0.268261
PLXDC2	PLXDC2	84898	4.6959	2.67951
PLXNA1	PLXNA1	5361	22.6597	14.2631
PLXNA2	PLXNA2	5362	26.2177	23.1099
PLXNA3	PLXNA3	55558	4.93035	2.85045
PLXNA4	PLXNA4	91584	1.01125	1.22081
PLXNB1	PLXNB1	5364	58.6063	43.4163
PLXNB2	PLXNB2	23654	53.1291	50.5366
PLXNB3	PLXNB3	5365	2.69638	0.782614
PLXNC1	PLXNC1	10154	2.68914	2.9237
PLXND1	PLXND1	23129	9.51717	12.8879
PM20D2	PM20D2	135293	9.88729	7.11966
PMAIP1	PMAIP1	5366	3.0365	4.35119
PMCH	PMCH	5367	0	0.0887751
PMEL	PMEL	6490	1.47696	1.45956
PMEPA1	PMEPA1	56937	2.71884	3.48708
PMF1	PMF1	11243	62.1701	76.8517
PMF1-BGLAP	PMF1-BGLAP	100527963	6.06253	6.01885
PMFBP1	PMFBP1	83449	1.7568	1.44004
PML	PML	5371	7.43932	9.09171
PMM1	PMM1	5372	14.8866	21.8769
PMM2	PMM2	5373	9.78578	7.56062
PMP22	PMP22	5376	64.891	61.1211
PMPCA	PMPCA	23203	27.5372	28.7241
PMPCB	PMPCB	9512	50.753	51.0028
PMS1	PMS1	5378	15.5968	16.1505
PMS2	PMS2	5395	6.52438	6.09228
PMS2CL	PMS2CL	441194	8.89956	5.10651
PMS2P1	PMS2P1	5379	4.71312	3.6789
PMS2P3	PMS2P3	5387	2.12074	0.18358
PMS2P4	PMS2P4	5382	6.52031	6.69345
PMS2P5	PMS2P5	5383	0.310347	0.21629
PMVK	PMVK	10654	28.0032	39.8651
PNCK	PNCK	139728	1.10276	0.276201
PNISR	PNISR	25957	99.049	102.931
PNKD	PNKD	25953	31.9936	43.7208
PNKP	PNKP	11284	24.2751	21.1004
PNMA1	PNMA1	9240	63.6909	58.6951
PNMA2	PNMA2	10687	43.8466	33.9406
PNMT	PNMT	5409	0.0724424	0.408324
PNN	PNN	5411	107.246	83.8286
PNO1	PNO1	56902	8.55843	8.44375
PNP	PNP	4860	9.16868	15.4784
PNPLA2	PNPLA2	57104	15.7304	20.3878
PNPLA3	PNPLA3	80339	9.57465	7.10822
PNPLA4	PNPLA4	8228	0.106694	0.176954
PNPLA6	PNPLA6	10908	16.8961	24.9509
PNPLA7	PNPLA7	375775	0.488015	0.638015
PNPLA8	PNPLA8	50640	14.7373	15.6014
PNPO	PNPO	55163	1.24309	1.6858
PNPT1	PNPT1	87178	9.05336	10.0813
PNPT1P1	PNPT1P1	100288506	0.150155	0.114828
PNRC1	PNRC1	10957	39.9966	48.3812
POC1A	POC1A	25886	9.30623	9.94481
POC1B	POC1B	282809	8.94929	8.40982
POC1B-GALNT4	POC1B-GALNT4	100528030	0.836257	0.238531
POC5	POC5	134359	8.18732	7.15691
PODN	PODN	127435	0.277455	0.554296
PODNL1	PODNL1	79883	0.593821	0.751099
PODXL	PODXL	5420	77.1729	47.613
PODXL2	PODXL2	50512	33.2885	29.731
POFUT1	POFUT1	23509	20.6586	18.7817
POFUT2	POFUT2	23275	22.0314	19.05
POGK	POGK	57645	24.9362	19.7826
POGLUT1	POGLUT1	56983	10.2956	9.89561
POGZ	POGZ	23126	54.8448	44.2467
POLA1	POLA1	5422	13.1337	8.30432
POLA2	POLA2	23649	24.3279	22.7212
POLB	POLB	5423	18.2876	18.3759
POLD1	POLD1	5424	22.3347	16.428
POLD2	POLD2	5425	60.3829	65.807
POLD3	POLD3	10714	21.6711	17.7825
POLD4	POLD4	57804	11.2963	21.0511
POLDIP3	POLDIP3	84271	52.8153	58.1763
POLE	POLE	5426	44.3577	30.9933
POLE2	POLE2	5427	12.4759	11.5503
POLE3	POLE3	54107	41.0153	40.9579
POLE4	POLE4	56655	22.7123	30.5515
POLG	POLG	5428	27.3737	29.3362
POLG2	POLG2	11232	0.0953419	0.317631
POLH	POLH	5429	9.09569	6.11595
POLI	POLI	11201	30.2888	25.0628
POLK	POLK	51426	13.835	9.89929
POLL	POLL	27343	11.2316	12.7873
POLM	POLM	27434	6.43915	6.54819
POLN	POLN	353497	1.94555	0.923847
POLQ	POLQ	10721	4.88753	4.54343
POLR1A	POLR1A	25885	10.0216	6.4455
POLR1B	POLR1B	84172	10.4293	8.56733
POLR1C	POLR1C	9533	20.6254	26.6263
POLR1D	POLR1D	51082	58.1251	67.4038
POLR1E	POLR1E	64425	10.0858	9.11856
POLR2A	POLR2A	5430	65.1229	44.7134
POLR2B	POLR2B	5431	64.0029	56.7791
POLR2C	POLR2C	5432	38.1162	41.4877
POLR2D	POLR2D	5433	26.4299	23.8793
POLR2E	POLR2E	5434	67.4646	74.854
POLR2F	POLR2F	5435	63.8713	90.8731
POLR2G	POLR2G	5436	95.6511	136.687
POLR2H	POLR2H	5437	44.7028	49.421
POLR2I	POLR2I	5438	24.9775	35.5291
POLR2J	POLR2J	5439	28.5801	40.5532
POLR2J3	POLR2J3	548644	10.2643	13.4904
POLR2K	POLR2K	5440	49.5979	57.4549
