	SYMBOL	ENTREZID	Ctrl_Fam.Veh.R1	Ctrl_Fam.Veh.R2
LHFPL2	LHFPL2	10184	17.133	14.2837
LHFPL3	LHFPL3	375612	8.1329	8.73101
LHFPL4	LHFPL4	375323	0.293288	0.156971
LHPP	LHPP	64077	7.31668	9.6556
LHX1	LHX1	3975	0	0.0124097
LHX2	LHX2	9355	86.1354	64.5748
LHX4	LHX4	89884	0.548369	0.74463
LHX9	LHX9	56956	0	0
LIAS	LIAS	11019	7.38791	6.13818
LIF	LIF	3976	8.81832	4.34984
LIFR	LIFR	3977	61.0581	37.5725
LIFR-AS1	LIFR-AS1	100506495	1.60137	1.55937
LIG1	LIG1	3978	20.1471	29.7105
LIG3	LIG3	3980	9.5004	16.4738
LIG4	LIG4	3981	10.6647	8.16888
LIMA1	LIMA1	51474	60.2602	68.1467
LIMCH1	LIMCH1	22998	14.6126	21.5652
LIMD1	LIMD1	8994	6.22572	9.21585
LIMD1-AS1	LIMD1-AS1	644714	12.4725	13.7175
LIMD2	LIMD2	80774	17.5136	27.2865
LIME1	LIME1	54923	7.11294	7.67031
LIMK1	LIMK1	3984	2.40798	1.05377
LIMK2	LIMK2	3985	8.6441	12.2414
LIMS1	LIMS1	3987	54.7648	38.9442
LIMS2	LIMS2	55679	1.52011	2.14076
LIN28A	LIN28A	79727	0.0140511	0.0448181
LIN28B	LIN28B	389421	0.0604643	0.0275055
LIN37	LIN37	55957	6.90736	10.3866
LIN52	LIN52	91750	9.21389	8.64238
LIN54	LIN54	132660	7.22402	4.96337
LIN7A	LIN7A	8825	5.30716	2.98945
LIN7B	LIN7B	64130	6.58864	6.83005
LIN7C	LIN7C	55327	10.2279	8.57426
LIN9	LIN9	286826	4.71109	4.4503
LINC-PINT	LINC-PINT	378805	5.55166	3.8762
LINC00052	LINC00052	145978	0.345527	0.153744
LINC00106	LINC00106	751580	0.822412	2.68113
LINC00115	LINC00115	79854	0.497997	0.53385
LINC00158	LINC00158	54072	0.360738	0.153021
LINC00173	LINC00173	100287569	1.59617	0.99805
LINC00174	LINC00174	285908	2.92546	4.20505
LINC00205	LINC00205	642852	10.7189	7.78961
LINC00240	LINC00240	100133205	1.32552	0.489065
LINC00242	LINC00242	401288	0.123707	0.241599
LINC00265	LINC00265	349114	3.01129	5.11683
LINC00271	LINC00271	100131814	0.456709	1.12292
LINC00304	LINC00304	283860	2.3404	0.640034
LINC00310	LINC00310	114036	0.136884	0.54824
LINC00312	LINC00312	29931	0.868702	0.463188
LINC00313	LINC00313	114038	0.0592328	0.59917
LINC00319	LINC00319	284836	0.110944	0.044154
LINC00324	LINC00324	284029	0.437109	0.362561
LINC00327	LINC00327	100506697	0.639313	0.615426
LINC00334	LINC00334	114042	0	0.149775
LINC00337	LINC00337	148645	0.0827041	0.0521235
LINC00339	LINC00339	29092	11.253	8.6016
LINC00342	LINC00342	150759	12.1319	11.8231
LINC00346	LINC00346	283487	0.116813	0.384399
LINC00391	LINC00391	100874154	0.972401	1.12708
LINC00404	LINC00404	100874160	1.74226	3.25826
LINC00449	LINC00449	106478991	0.337555	0.437669
LINC00452	LINC00452	643365	0.339457	0.162547
LINC00461	LINC00461	645323	59.6581	45.4175
LINC00467	LINC00467	84791	5.48952	9.61974
LINC00471	LINC00471	151477	0.210555	0.225755
LINC00472	LINC00472	79940	0.655277	0.780282
LINC00475	LINC00475	158314	0.0198337	0.843728
LINC00476	LINC00476	100128782	3.37854	3.67467
LINC00487	LINC00487	400941	0	0
LINC00488	LINC00488	677779	0.35486	0.881808
LINC00511	LINC00511	400619	25.8865	44.0656
LINC00515	LINC00515	282566	0.125754	0.691578
LINC00526	LINC00526	147525	2.56508	3.02024
LINC00537	LINC00537	203274	2.54582	2.86326
LINC00562	LINC00562	100861549	0.302474	0.0859123
LINC00565	LINC00565	100861555	5.08522	1.76043
LINC00571	LINC00571	100874188	0.13779	0.306128
LINC00574	LINC00574	80069	0.0431756	0.115017
LINC00599	LINC00599	157627	0.239708	0.309673
LINC00606	LINC00606	285370	0.886017	1.8489
LINC00618	LINC00618	145249	0	0
LINC00621	LINC00621	100996930	0.536396	0.252977
LINC00622	LINC00622	644242	1.26571	0.106854
LINC00623	LINC00623	728855	1.0577	0.141954
LINC00629	LINC00629	100506757	0.258899	0
LINC00630	LINC00630	100287765	0.812486	1.02705
LINC00632	LINC00632	286411	5.65817	4.35866
LINC00634	LINC00634	339674	0.84383	1.53278
LINC00638	LINC00638	196872	0.513016	0.29419
LINC00641	LINC00641	283624	12.9572	9.25725
LINC00643	LINC00643	646113	0.283078	0.0553339
LINC00645	LINC00645	100505967	0.0836295	0.177837
LINC00648	LINC00648	100506433	0.36081	1.79536
LINC00649	LINC00649	100506334	0.751215	0.236126
LINC00652	LINC00652	29075	0.0603523	0.193429
LINC00662	LINC00662	148189	15.5463	11.527
LINC00663	LINC00663	284440	2.63424	3.51574
LINC00664	LINC00664	400680	0.283826	0.601979
LINC00665	LINC00665	100506930	11.5309	14.9454
LINC00667	LINC00667	339290	14.6977	11.4839
LINC00672	LINC00672	100505576	0.190088	0.112514
LINC00680	LINC00680	106660612	4.80047	5.85318
LINC00683	LINC00683	400660	0.0226197	0
LINC00685	LINC00685	283981	2.12943	1.52052
LINC00693	LINC00693	645206	1.03042	0.426169
LINC00702	LINC00702	100652988	0.705704	0.41067
LINC00703	LINC00703	100507059	0.135851	0.0890836
LINC00847	LINC00847	729678	2.23831	4.57008
LINC00852	LINC00852	84657	0.363974	0.563179
LINC00856	LINC00856	100132987	0.168993	0.604371
LINC00863	LINC00863	439994	1.21593	0.993434
LINC00877	LINC00877	285286	0.0731947	0.128687
LINC00882	LINC00882	100302640	1.61889	1.09668
LINC00884	LINC00884	401106	0.184465	0.147867
LINC00886	LINC00886	730091	0.211174	0.683399
LINC00888	LINC00888	100505687	10.1032	9.5274
LINC00899	LINC00899	100271722	0.104146	0.509904
LINC00900	LINC00900	283143	0.091641	0
LINC00907	LINC00907	284260	0.330167	0.171427
LINC00908	LINC00908	284276	0	0
LINC00909	LINC00909	400657	11.2087	10.5017
LINC00910	LINC00910	100130581	0.0948232	0.118741
LINC00920	LINC00920	100505865	2.6763	3.05366
LINC00926	LINC00926	283663	3.44381	2.40456
LINC00928	LINC00928	283761	1.1146	0.485809
LINC00937	LINC00937	389634	0.0161543	0.200529
LINC00938	LINC00938	400027	7.24162	6.43207
LINC00941	LINC00941	100287314	1.51241	3.48694
LINC00951	LINC00951	401260	0.253586	0
LINC00957	LINC00957	255031	0.0765558	0.101895
LINC00960	LINC00960	401074	0.120685	0.377666
LINC00963	LINC00963	100506190	4.35444	7.19997
LINC00965	LINC00965	349196	0.609727	0.253601
LINC00973	LINC00973	100506377	2.74241	1.34949
LINC00987	LINC00987	100499405	0.110899	0.328651
LINC00999	LINC00999	399744	0.631193	0.98894
LINC01001	LINC01001	100133161	0.111531	0.0563443
LINC01003	LINC01003	100128822	3.06568	5.3011
LINC01004	LINC01004	100216546	4.55414	5.46513
LINC01006	LINC01006	100506380	1.56674	2.266
LINC01011	LINC01011	401232	2.99186	3.1939
LINC01013	LINC01013	100507254	0.475057	0.0853073
LINC01023	LINC01023	100652853	0.936874	0.629629
LINC01060	LINC01060	401164	0.433034	1.44214
LINC01088	LINC01088	100505875	0.18256	0.5235
LINC01090	LINC01090	104355152	0	0
LINC01091	LINC01091	285419	0.0181035	0.661164
LINC01094	LINC01094	100505702	0.333579	0.78209
LINC01096	LINC01096	285548	0.0428582	0.0459625
LINC01102	LINC01102	150568	0.795878	1.00824
LINC01106	LINC01106	151009	0.0670969	0.0238364
LINC01114	LINC01114	284998	0.402078	0.9444
LINC01116	LINC01116	375295	0.98222	0
LINC01118	LINC01118	388948	0.226585	0.0351542
LINC01119	LINC01119	100134259	0.439582	0.193362
LINC01122	LINC01122	400955	0.751338	1.00147
LINC01128	LINC01128	643837	4.95861	5.40469
LINC01137	LINC01137	728431	2.32743	1.71612
LINC01139	LINC01139	339535	0.819014	1.20453
LINC01140	LINC01140	339524	0.315205	0.110335
LINC01152	LINC01152	102606463	0.912734	3.14736
LINC01159	LINC01159	102682016	3.51726	5.88793
LINC01160	LINC01160	100129269	0.449752	0.254476
LINGO1	LINGO1	84894	3.99805	6.40322
LINGO2	LINGO2	158038	0.0210911	0.017119
LIPA	LIPA	3988	28.9178	32.4323
LIPE	LIPE	3991	4.01274	5.8972
LIPE-AS1	LIPE-AS1	100996307	2.96613	7.50546
LIPG	LIPG	9388	7.25614	24.2768
LIPH	LIPH	200879	0.52483	0.302763
LIPI	LIPI	149998	0.133903	0.250606
LIPT1	LIPT1	51601	5.30227	4.97452
LIPT2	LIPT2	387787	0.726617	0.900744
LITAF	LITAF	9516	25.443	28.2943
LIX1	LIX1	167410	4.60011	1.54012
LIX1L	LIX1L	128077	0.727118	0.476438
LL0XNC01-250H12.3	LL0XNC01-250H12.3	100506901	0.664171	1.53009
LLGL1	LLGL1	3996	29.8731	46.5196
LLGL2	LLGL2	3993	0.308989	0.391097
LLPH	LLPH	84298	30.6448	28.0771
LMAN1	LMAN1	3998	26.7732	19.9897
LMAN2	LMAN2	10960	72.6287	90.2524
LMAN2L	LMAN2L	81562	21.9826	23.8338
LMBR1	LMBR1	64327	19.8531	18.0554
LMBR1L	LMBR1L	55716	27.75	30.801
LMBRD1	LMBRD1	55788	20.9943	29.8993
LMBRD2	LMBRD2	92255	4.79988	4.21967
LMCD1	LMCD1	29995	9.71774	14.6425
LMCD1-AS1	LMCD1-AS1	100288428	3.13769	2.02867
LMF1	LMF1	64788	7.08355	11.912
LMF2	LMF2	91289	28.1693	41.8263
LMLN	LMLN	89782	5.05334	5.08722
LMNA	LMNA	4000	184.818	176.506
LMNB1	LMNB1	4001	93.1759	102.212
LMNB2	LMNB2	84823	30.6069	37.031
LMO1	LMO1	4004	3.92813	2.19361
LMO2	LMO2	4005	46.1832	54.2834
LMO3	LMO3	55885	0.396369	0.207994
LMO4	LMO4	8543	66.4791	103.582
LMO7	LMO7	4008	5.47968	3.03846
LMOD1	LMOD1	25802	0.740884	1.00205
LMTK2	LMTK2	22853	5.33671	5.2642
LMTK3	LMTK3	114783	2.76488	1.83551
LMX1B	LMX1B	4010	0	0
LNP1	LNP1	348801	2.74101	2.31333
LNPEP	LNPEP	4012	2.29236	1.85813
LNX1	LNX1	84708	3.14241	3.57788
LNX2	LNX2	222484	5.2798	3.33128
LOH12CR2	LOH12CR2	503693	1.56861	1.56836
LONP1	LONP1	9361	30.2547	31.3475
LONP2	LONP2	83752	15.8266	18.9714
LONRF1	LONRF1	91694	24.8679	24.4813
LONRF2	LONRF2	164832	4.78645	3.06265
LONRF3	LONRF3	79836	0.249494	0.147885
LOX	LOX	4015	143.999	192.437
LOXL1	LOXL1	4016	11.2039	10.2094
LOXL1-AS1	LOXL1-AS1	100287616	0.982591	0.538931
LOXL2	LOXL2	4017	52.0745	36.9424
LOXL3	LOXL3	84695	12.2299	18.263
LOXL4	LOXL4	84171	0.066301	0.718819
LPAL2	LPAL2	80350	0.060351	0.064475
LPAR1	LPAR1	1902	7.8489	11.6608
LPAR2	LPAR2	9170	15.0033	34.2799
LPAR4	LPAR4	2846	11.3301	12.1677
LPAR6	LPAR6	10161	5.03269	3.24251
LPCAT1	LPCAT1	79888	55.3924	61.9925
LPCAT2	LPCAT2	54947	7.15472	12.2154
LPCAT3	LPCAT3	10162	2.61154	1.02657
LPCAT4	LPCAT4	254531	16.8827	22.0413
LPGAT1	LPGAT1	9926	10.8019	9.16714
LPIN1	LPIN1	23175	14.1797	13.6353
LPIN2	LPIN2	9663	12.5966	19.6021
LPIN3	LPIN3	64900	0.171114	1.17456
LPL	LPL	4023	17.5962	54.9133
LPP	LPP	4026	7.68611	8.13498
LPP-AS2	LPP-AS2	339929	1.20775	1.6525
LPXN	LPXN	9404	3.12705	3.16937
LRAT	LRAT	9227	0.0741801	0.131691
LRBA	LRBA	987	9.02378	6.97883
LRCH1	LRCH1	23143	5.4274	5.44999
LRCH2	LRCH2	57631	0.397729	0.627353
LRCH3	LRCH3	84859	45.2328	60.9464
LRCH4	LRCH4	4034	16.3768	19.1406
LRFN1	LRFN1	57622	1.80993	2.02632
LRFN2	LRFN2	57497	0	0
LRFN3	LRFN3	79414	10.7008	16.1932
LRFN4	LRFN4	78999	20.184	28.3394
LRFN5	LRFN5	145581	3.27239	1.74836
LRGUK	LRGUK	136332	0.278053	0.279311
LRIF1	LRIF1	55791	16.4325	10.417
LRIG1	LRIG1	26018	88.8079	79.8519
LRIG2	LRIG2	9860	4.57076	4.78383
LRIG3	LRIG3	121227	6.31918	6.66541
LRIT3	LRIT3	345193	0.353648	0.172895
LRMP	LRMP	4033	0.152334	0
LRP1	LRP1	4035	65.4469	89.3535
LRP10	LRP10	26020	34.7636	51.6802
LRP11	LRP11	84918	9.36802	10.4439
LRP12	LRP12	29967	12.8788	10.6131
LRP1B	LRP1B	53353	3.9166	3.25575
LRP2	LRP2	4036	2.26993	2.4651
LRP2BP	LRP2BP	55805	2.5109	1.67745
LRP3	LRP3	4037	18.8356	25.9275
LRP4	LRP4	4038	55.2834	110.006
LRP4-AS1	LRP4-AS1	100507401	1.13824	2.9314
LRP5	LRP5	4041	8.47728	10.4184
LRP5L	LRP5L	91355	0.246418	0.160226
LRP6	LRP6	4040	13.0834	10.5595
LRP8	LRP8	7804	18.9714	12.6694
LRPAP1	LRPAP1	4043	49.528	56.3253
LRPPRC	LRPPRC	10128	30.1069	25.5927
LRR1	LRR1	122769	16.1607	15.0353
LRRC1	LRRC1	55227	4.10415	6.01522
LRRC10B	LRRC10B	390205	25.7781	17.9795
LRRC14	LRRC14	9684	12.5386	19.1731
LRRC17	LRRC17	10234	18.4881	21.6839
LRRC18	LRRC18	474354	0	0
LRRC19	LRRC19	64922	0.0671575	0.0856795
LRRC20	LRRC20	55222	10.1331	14.9811
LRRC24	LRRC24	441381	2.15424	3.5531
LRRC27	LRRC27	80313	14.8567	21.1673
LRRC28	LRRC28	123355	9.53992	11.9702
LRRC29	LRRC29	26231	1.10203	1.6966
LRRC3	LRRC3	81543	2.45481	3.78545
LRRC32	LRRC32	2615	0.726368	0.267187
LRRC34	LRRC34	151827	0.62155	1.91607
LRRC37A	LRRC37A	9884	0.207821	0.15927
LRRC37A15P	LRRC37A15P	106481796	0.394687	0.211425
LRRC37A17P	LRRC37A17P	644397	2.33564	3.19407
LRRC37A2	LRRC37A2	474170	0.238441	0.196022
LRRC37A3	LRRC37A3	374819	8.3079	5.3771
LRRC37A4P	LRRC37A4P	55073	4.03105	4.8359
LRRC37A6P	LRRC37A6P	387646	0.0302676	0.140709
LRRC37B	LRRC37B	114659	15.3505	16.8841
LRRC37BP1	LRRC37BP1	147172	16.5564	12.0518
LRRC39	LRRC39	127495	1.12147	0.480847
LRRC3B	LRRC3B	116135	11.1838	18.8735
LRRC4	LRRC4	64101	9.58801	11.1332
LRRC40	LRRC40	55631	18.0203	15.5475
LRRC41	LRRC41	10489	26.9475	39.848
LRRC42	LRRC42	115353	27.669	24.8576
LRRC43	LRRC43	254050	0.90872	0.836026
LRRC45	LRRC45	201255	7.93907	17.5091
LRRC46	LRRC46	90506	1.61452	1.64675
LRRC47	LRRC47	57470	28.8191	25.4789
LRRC49	LRRC49	54839	8.68997	12.1638
LRRC4B	LRRC4B	94030	39.4897	43.3292
LRRC4C	LRRC4C	57689	15.1271	11.7717
LRRC55	LRRC55	219527	0.527701	0.242733
LRRC56	LRRC56	115399	0.480853	1.04257
LRRC57	LRRC57	255252	9.6379	11.2527
LRRC58	LRRC58	116064	19.366	16.3609
LRRC59	LRRC59	55379	55.2623	51.0099
LRRC6	LRRC6	23639	1.19113	2.17197
LRRC61	LRRC61	65999	0.0966597	0.295837
LRRC66	LRRC66	339977	2.60578	1.61894
LRRC69	LRRC69	100130742	1.98458	1.21678
LRRC7	LRRC7	57554	0.674555	0.261389
LRRC70	LRRC70	100130733	0.0879557	0.190248
LRRC73	LRRC73	221424	1.04688	1.11627
LRRC8A	LRRC8A	56262	46.2405	56.5719
LRRC8B	LRRC8B	23507	4.18876	3.4398
LRRC8C	LRRC8C	84230	1.20184	1.06681
LRRC8D	LRRC8D	55144	13.9765	18.7433
LRRC8E	LRRC8E	80131	0.654245	0.391921
LRRC9	LRRC9	341883	0.266842	0.700954
LRRCC1	LRRCC1	85444	5.22641	8.12902
LRRD1	LRRD1	401387	0.0768718	0.0791264
LRRFIP1	LRRFIP1	9208	31.0743	35.8827
LRRFIP1P1	LRRFIP1P1	101290506	0.916132	1.41252
LRRFIP2	LRRFIP2	9209	34.0244	23.6336
LRRIQ1	LRRIQ1	84125	1.50237	1.67412
LRRIQ3	LRRIQ3	127255	0.132494	0.174853
LRRK1	LRRK1	79705	0.365701	0.115097
LRRK2	LRRK2	120892	0.169411	0.556396
LRRN1	LRRN1	57633	20.4215	25.4178
LRRN2	LRRN2	10446	13.2931	16.7949
LRRN3	LRRN3	54674	29.8895	41.0327
LRRN4CL	LRRN4CL	221091	0.51783	1.10278
LRRTM1	LRRTM1	347730	0.247958	0.369228
LRRTM2	LRRTM2	26045	7.7753	7.82287
LRRTM3	LRRTM3	347731	1.09059	1.53121
LRRTM4	LRRTM4	80059	2.90414	3.14237
LRSAM1	LRSAM1	90678	10.4893	14.6288
LRTOMT	LRTOMT	220074	6.33456	9.58531
LRWD1	LRWD1	222229	17.9537	20.8623
LSAMP	LSAMP	4045	17.8567	21.4538
LSG1	LSG1	55341	17.7867	14.4267
LSM1	LSM1	27257	47.339	42.7308
LSM10	LSM10	84967	51.8875	42.9024
LSM11	LSM11	134353	3.86262	3.07744
LSM12	LSM12	124801	17.8563	17.1501
LSM12P1	LSM12P1	653122	22.9541	21.9934
LSM14A	LSM14A	26065	1.30592	0.941923
LSM14B	LSM14B	149986	34.9204	40.1876
LSM3	LSM3	27258	14.506	14.1392
LSM3P3	LSM3P3	647302	1.89623	1.78474
LSM4	LSM4	25804	125.539	146.637
LSM5	LSM5	23658	71.1592	61.7972
LSM6	LSM6	11157	31.5261	28.5365
LSM7	LSM7	51690	123.541	139.719
LSMEM1	LSMEM1	286006	1.91609	1.55844
LSR	LSR	51599	0.75708	0.621891
LSS	LSS	4047	41.9947	66.8215
LTA4H	LTA4H	4048	35.5782	30.6065
LTB4R	LTB4R	1241	4.4882	3.01342
LTBP1	LTBP1	4052	41.1571	59.085
LTBP2	LTBP2	4053	14.952	5.44992
LTBP3	LTBP3	4054	39.1774	49.1804
LTBP4	LTBP4	8425	5.93621	6.56401
LTC4S	LTC4S	4056	0.234403	0.271247
LTK	LTK	4058	0.0783439	0.0355358
LTN1	LTN1	26046	8.6985	7.83751
LTV1	LTV1	84946	20.7439	19.6582
LUC7L	LUC7L	55692	65.505	85.5343
LUC7L2	LUC7L2	51631	16.9036	16.0607
LUC7L3	LUC7L3	51747	127.487	128.286
LUM	LUM	4060	100.581	4.53551
LURAP1	LURAP1	541468	1.03922	1.14972
LURAP1L	LURAP1L	286343	0.861118	0.342382
LUZP1	LUZP1	7798	8.39243	7.25541
LUZP2	LUZP2	338645	14.7494	9.88308
LXN	LXN	56925	0.397428	0.480482
LY6E	LY6E	4061	20.3142	17.8636
LY6H	LY6H	4062	17.1704	18.105
LY96	LY96	23643	1.59226	1.57699
LYAR	LYAR	55646	10.8464	9.30357
LYG1	LYG1	129530	1.84083	1.05349
LYG2	LYG2	254773	0.34263	0.15737
LYN	LYN	4067	2.6521	5.67974
LYNX1	LYNX1	66004	2.03555	3.20209
LYPD1	LYPD1	116372	39.3613	28.1122
LYPD3	LYPD3	27076	0.214142	0.0979495
LYPD6	LYPD6	130574	6.6091	7.48751
LYPD6B	LYPD6B	130576	0.140511	0
LYPLA1	LYPLA1	10434	32.4779	30.0436
LYPLA1P3	LYPLA1P3	157713	1.18662	0.69541
LYPLA2	LYPLA2	11313	28.2319	29.1006
LYPLAL1	LYPLAL1	127018	11.2174	14.9081
LYRM1	LYRM1	57149	17.7363	19.6011
LYRM2	LYRM2	57226	27.5055	39.9708
LYRM4	LYRM4	57128	24.9354	29.5689
LYRM7	LYRM7	90624	5.00442	4.87816
LYRM9	LYRM9	201229	3.81356	4.79268
LYSMD1	LYSMD1	388695	5.09342	5.69652
LYSMD2	LYSMD2	256586	9.88397	8.80406
LYSMD3	LYSMD3	116068	11.2508	8.33971
LYSMD4	LYSMD4	145748	3.18395	3.93918
LYST	LYST	1130	8.69267	4.16817
LZIC	LZIC	84328	30.4085	27.7069
LZTFL1	LZTFL1	54585	12.7719	7.56221
LZTR1	LZTR1	8216	30.3358	55.6761
LZTS1	LZTS1	11178	16.8455	25.4464
LZTS2	LZTS2	84445	23.3667	34.3892
LZTS3	LZTS3	9762	8.35587	13.3901
M6PR	M6PR	4074	59.5481	58.0763
MAATS1	MAATS1	89876	0.960253	2.00235
MAB21L1	MAB21L1	4081	0.473321	0.755464
MAB21L2	MAB21L2	10586	0.802044	0.0948526
MACF1	MACF1	23499	295.269	282.979
MACROD1	MACROD1	28992	5.37646	5.36997
MACROD2	MACROD2	140733	1.24858	1.40294
MAD1L1	MAD1L1	8379	13.171	17.9131
MAD2L1	MAD2L1	4085	33.9181	26.8553
MAD2L1BP	MAD2L1BP	9587	19.7669	20.9535
MAD2L2	MAD2L2	10459	57.316	64.3251
MADCAM1	MADCAM1	8174	0.819746	0.685062
MADD	MADD	8567	17.7206	21.4334
MAEA	MAEA	10296	38.6319	41.6128
MAEL	MAEL	84944	1.08825	0.951753
MAF	MAF	4094	26.6118	27.0903
MAF1	MAF1	84232	47.5448	42.8364
MAFA	MAFA	389692	0.276865	0.0907676
MAFB	MAFB	9935	1.0753	0.487819
MAFF	MAFF	23764	7.28121	4.22891
MAFG	MAFG	4097	17.6455	12.0207
MAFK	MAFK	7975	3.7159	3.34615
MAGEC3	MAGEC3	139081	0.225556	0.226535
MAGED2	MAGED2	10916	172.946	236.688
MAGEF1	MAGEF1	64110	66.8898	88.7997
MAGEH1	MAGEH1	28986	28.4295	24.6204
MAGEL2	MAGEL2	54551	0.230505	0.713652
MAGI1	MAGI1	9223	17.161	18.3865
MAGI2	MAGI2	9863	3.42351	2.86066
MAGI2-AS3	MAGI2-AS3	100505881	14.3862	15.5365
MAGI3	MAGI3	260425	6.04683	6.14119
MAGOH	MAGOH	4116	41.1905	40.4418
MAGOHB	MAGOHB	55110	24.9009	22.2263
MAGT1	MAGT1	84061	0.762092	2.55504
MAK	MAK	4117	0.242055	0.21772
MAK16	MAK16	84549	7.18604	6.84138
MAL	MAL	4118	0.0674098	0.215498
MAL2	MAL2	114569	0.27974	0.0744292
MALAT1	MALAT1	378938	511.176	584.883
MALSU1	MALSU1	115416	27.7571	29.2127
MALT1	MALT1	10892	14.4609	12.9592
MAMDC2	MAMDC2	256691	0.528339	0.648343
MAMDC4	MAMDC4	158056	2.95663	8.02849
MAML1	MAML1	9794	15.2062	15.025
MAML2	MAML2	84441	18.3793	15.1948
MAML3	MAML3	55534	1.77303	1.74839
MAMLD1	MAMLD1	10046	0.903426	1.08913
MAMSTR	MAMSTR	284358	0.697534	1.43495
MAN1A1	MAN1A1	4121	12.2107	7.34619
MAN1A2	MAN1A2	10905	13.242	10.9903
MAN1B1	MAN1B1	11253	35.8814	53.8321
MAN1C1	MAN1C1	57134	16.4019	18.9777
MAN2A1	MAN2A1	4124	21.4727	20.6084
MAN2A2	MAN2A2	4122	17.808	26.3439
MAN2B1	MAN2B1	4125	21.2153	31.5431
MAN2B2	MAN2B2	23324	9.68007	13.9139
MAN2C1	MAN2C1	4123	60.0076	125.52
MANBA	MANBA	4126	9.35317	8.84677
MANBAL	MANBAL	63905	41.5511	51.1255
MANEA	MANEA	79694	10.8445	11.7581
MANEAL	MANEAL	149175	7.56688	10.5888
MANSC1	MANSC1	54682	3.47264	5.3049
MAOA	MAOA	4128	2.20883	2.11733
MAOB	MAOB	4129	0.212669	0.699931
MAP10	MAP10	54627	0.64588	0.954261
MAP1A	MAP1A	4130	23.3479	32.2723
MAP1B	MAP1B	4131	193.608	151.325
MAP1LC3A	MAP1LC3A	84557	22.0493	37.947
MAP1LC3B	MAP1LC3B	81631	80.3045	67.1946
MAP1LC3B2	MAP1LC3B2	643246	14.6512	7.69243
MAP1LC3C	MAP1LC3C	440738	5.47116	11.5482
MAP1S	MAP1S	55201	14.9669	16.481
MAP2	MAP2	4133	154.935	175.941
MAP2K1	MAP2K1	5604	43.6166	37.6414
MAP2K1P1	MAP2K1P1	29778	0.875641	0.445255
MAP2K2	MAP2K2	5605	58.206	66.2643
MAP2K3	MAP2K3	5606	16.143	10.2164
MAP2K4	MAP2K4	6416	16.05	13.6235
MAP2K4P1	MAP2K4P1	139201	0.21511	0.143085
MAP2K5	MAP2K5	5607	14.7011	15.1901
MAP2K6	MAP2K6	5608	4.47228	4.37023
MAP2K7	MAP2K7	5609	14.9957	12.7663
MAP3K1	MAP3K1	4214	8.0231	7.69849
MAP3K10	MAP3K10	4294	10.7045	9.95815
MAP3K11	MAP3K11	4296	12.3278	19.1278
MAP3K12	MAP3K12	7786	21.4802	35.9484
MAP3K13	MAP3K13	9175	13.1235	17.1978
MAP3K14	MAP3K14	9020	4.33969	5.1846
MAP3K14-AS1	MAP3K14-AS1	100133991	0.849725	1.03205
MAP3K15	MAP3K15	389840	0.906095	0.960959
MAP3K2	MAP3K2	10746	7.02326	4.54331
MAP3K3	MAP3K3	4215	7.3004	6.76661
MAP3K4	MAP3K4	4216	19.3564	23.3229
MAP3K5	MAP3K5	4217	0.948919	0.434124
MAP3K6	MAP3K6	9064	6.27951	11.6188
MAP3K7	MAP3K7	6885	20.9266	17.5607
MAP3K7CL	MAP3K7CL	56911	1.78528	3.30766
MAP3K8	MAP3K8	1326	10.3856	12.9598
MAP3K9	MAP3K9	4293	0.342815	0.385553
MAP4	MAP4	4134	97.1191	129.246
MAP4K1	MAP4K1	11184	0.97255	0.386998
MAP4K2	MAP4K2	5871	5.51745	6.73911
MAP4K3	MAP4K3	8491	18.4838	14.7025
MAP4K4	MAP4K4	9448	131.809	131.156
MAP4K5	MAP4K5	11183	23.6841	22.2535
MAP6	MAP6	4135	36.2748	77.6496
MAP6D1	MAP6D1	79929	4.64979	5.35935
MAP7	MAP7	9053	0.10792	0.120651
MAP7D1	MAP7D1	55700	83.6988	74.7832
MAP7D2	MAP7D2	256714	0.364095	0.645509
MAP7D3	MAP7D3	79649	5.49186	6.01248
MAP9	MAP9	79884	16.1898	11.8082
MAPK1	MAPK1	5594	45.4913	42.7502
MAPK10	MAPK10	5602	28.3243	28.1141
MAPK11	MAPK11	5600	19.1573	24.4156
MAPK12	MAPK12	6300	12.6562	17.8901
MAPK13	MAPK13	5603	0.137747	0.508814
MAPK14	MAPK14	1432	20.9534	19.6738
MAPK15	MAPK15	225689	0	0.0958577
MAPK1IP1L	MAPK1IP1L	93487	67.1248	71.6999
MAPK3	MAPK3	5595	26.7871	36.8486
MAPK4	MAPK4	5596	5.27595	8.11799
MAPK6	MAPK6	5597	34.5153	29.4714
MAPK7	MAPK7	5598	13.419	15.2334
MAPK8	MAPK8	5599	17.9745	11.9192
MAPK8IP1	MAPK8IP1	9479	23.3066	28.0003
MAPK8IP2	MAPK8IP2	23542	6.52224	5.62509
MAPK8IP3	MAPK8IP3	23162	43.1625	77.4833
MAPK9	MAPK9	5601	18.387	17.8933
MAPKAP1	MAPKAP1	79109	54.7412	50.8217
MAPKAPK2	MAPKAPK2	9261	2.70167	2.21252
MAPKAPK3	MAPKAPK3	7867	16.4623	16.2085
MAPKAPK5	MAPKAPK5	8550	22.2186	21.2114
MAPKAPK5-AS1	MAPKAPK5-AS1	51275	7.43235	7.07993
MAPKBP1	MAPKBP1	23005	9.5894	15.5217
