name	Ctrl_vs_BD	Ctrl_vs_BD_NR	Ctrl_vs_BD_R	Ctrl_vs_Primary_Unchanged
UMPtr	0	0	0	1
URAt	0	0	0	1
URIK1	0	0	0	1
URIt	0	0	0	1
URIt2r	0	0	0	1
VALARGGLYr	0	0	0	1
VALARGGLYt	0	0	0	1
VALHISASNr	0	0	0	1
VALHISASNt	0	0	0	1
VALLEUPHEr	0	0	0	1
VALLEUPHEt	0	0	0	1
VALLYSTYRr	0	0	0	1
VALLYSTYRt	0	0	0	1
VALPHEARGr	0	0	0	1
VALPHEARGt	0	0	0	1
VALPROTRPr	0	0	0	1
VALPROTRPt	0	0	0	1
VALSERARGr	0	0	0	1
VALSERARGt	0	0	0	1
VALtec	0	0	0	1
VALTRPPHEr	0	0	0	1
VALTRPPHEt	0	0	0	1
VALTRPVALr	0	0	0	1
VALTRPVALt	0	0	0	1
VALVALr	0	0	0	1
VALVALt	0	0	0	1
VD3	0	0	0	1
VITEtl	0	0	0	1
XOLEST2te	0	0	0	1
XSERtg	0	0	0	1
XYLt	0	0	0	1
XYLTD_Dr	0	0	0	1
XYLTer	0	0	0	1
XYLtly	0	0	0	1
XYLTt	0	0	0	1
XYLUDte	0	0	0	1
XYLULte	0	0	0	1
XYLUR	0	0	0	1
