SYMBOL,ENTREZID,Control 1a C1A_NA,Control 1b C1B_NA,Control 2a C2A_NA,Control 2b C2B_NA,Control 3a C3a_NA,Control 3b C3b_NA,Control 4a C4a_NA,Tissue (HPA),Cell type (HPA),Level (HPA),Reliability (HPA)
KIAA0895,23366,0.738908,1.0347,0.455474,0.594315,0.555608,0.412502,1.19229,NA,NA,NA,NA
KIAA0895L,653319,14.1446,15.6595,13.2635,15.1452,12.8027,8.14981,7.0165,NA,NA,NA,NA
KIAA0930,23313,61.2128,47.7659,25.8837,26.4772,38.0733,46.4049,66.7682,NA,NA,NA,NA
KIAA1107,23285,0.136036,0.220576,0.19765,0.255501,0.168238,0.159211,0.039134,NA,NA,NA,NA
KIAA1109,84162,10.4897,10.7371,11.6243,11.7731,10.0081,13.1787,2.11183,NA,NA,NA,NA
KIAA1143,57456,7.58937,5.0132,6.17696,6.44056,6.40578,6.74624,2.98247,NA,NA,NA,NA
KIAA1191,57179,44.7123,41.802,61.1697,63.7203,95.4703,111.94,109.473,NA,NA,NA,NA
KIAA1217,56243,1.69534,1.27469,4.68242,3.72367,3.49447,3.95879,3.41971,NA,NA,NA,NA
KIAA1324,57535,0.884566,0.156706,0.395767,0.479398,2.33403,3.43831,4.50255,NA,NA,NA,NA
KIAA1324L,222223,7.90766,9.79283,3.88714,4.14015,11.0026,6.49544,5.90918,NA,NA,NA,NA
KIAA1328,57536,1.89944,2.41669,1.98917,1.77649,1.89668,1.54781,1.46942,NA,NA,NA,NA
KIAA1522,57648,14.1366,12.9552,23.8828,22.6718,8.75284,9.76369,5.76405,cerebral-cortex,glial-cells,Low,Approved
KIAA1549,57670,2.06826,2.05034,2.79196,2.59561,2.34705,2.54819,4.07235,NA,NA,NA,NA
KIAA1549L,25758,6.02288,5.57749,13.4991,11.7131,11.2858,8.50987,9.44295,NA,NA,NA,NA
KIAA1586,57691,4.54386,5.23348,5.74415,4.83166,5.91006,4.47118,2.24358,NA,NA,NA,NA
KIAA1614,57710,2.41291,2.45729,2.52675,1.44573,1.38462,1.01621,0.29587,cerebral-cortex,glial-cells,Low,Approved
KIAA1671,85379,1.64818,1.72007,0.484318,0.673552,0.150316,0.0800757,2.44752,NA,NA,NA,NA
KIAA1755,85449,13.1805,14.3036,1.42494,0.887055,0.729583,0.90958,6.73368,NA,NA,NA,NA
KIAA1841,84542,31.9031,36.0589,27.7557,31.5242,30.1532,27.5817,13.7745,cerebral-cortex,glial-cells,Medium,Approved
KIAA1958,158405,0.252793,0.223158,0.547319,0.727468,0.377239,0.295551,0.283428,cerebral-cortex,glial-cells,Low,Approved
KIAA2013,90231,12.7339,12.0238,13.9825,12.8257,18.1798,21.3211,22.9641,NA,NA,NA,NA
KIAA2026,158358,5.79654,5.95072,6.71659,6.93753,5.84949,5.17722,1.16706,NA,NA,NA,NA
KIDINS220,57498,11.5838,12.4806,16.4905,18.132,14.3004,13.1136,6.92551,NA,NA,NA,NA
KIF11,3832,6.91222,7.35126,5.13847,7.21592,0.938303,0.723184,0.402612,NA,NA,NA,NA
KIF12,113220,0.166477,0.217955,0.206682,0.0661152,0.086564,0,0.239443,NA,NA,NA,NA
KIF13A,63971,12.5048,13.5814,14.3986,14.0603,12.5547,10.5424,9.57961,NA,NA,NA,NA
KIF13B,23303,1.40251,1.12049,1.94169,2.15281,2.33274,2.10296,2.39158,NA,NA,NA,NA
KIF14,9928,1.27039,1.7332,1.97152,2.71988,0.184021,0.154048,0.036148,NA,NA,NA,NA
KIF15,56992,3.0823,3.02938,3.25022,4.0948,0.671076,0.303045,0.0867786,cerebral-cortex,glial-cells,Low,Approved
KIF16B,55614,2.68392,3.30079,1.42844,1.78914,2.05809,2.78184,1.58226,cerebral-cortex,glial-cells,Low,Approved
KIF17,57576,0.605055,0.455433,0.677688,1.44878,3.15136,1.58214,3.26475,NA,NA,NA,NA
KIF18A,81930,3.19025,3.30336,4.77569,5.66405,1.0493,0.7355,0.202498,cerebral-cortex,glial-cells,Medium,Approved
KIF18B,146909,6.43634,5.52514,5.40173,5.30452,0.597058,0.898325,0.176876,NA,NA,NA,NA
KIF1A,547,0.0943566,0.0727327,0.0700061,0.101073,0.196388,0.117856,0.130105,NA,NA,NA,NA
KIF1B,23095,11.289,10.874,12.2586,13.8508,13.0545,12.3788,8.52944,NA,NA,NA,NA
KIF1C,10749,83.8483,85.6175,78.6,76.9018,133.104,127.424,187.546,cerebral-cortex,glial-cells,Low,Approved
KIF20A,10112,21.6684,22.6505,15.6828,18.5405,2.02089,0.960105,0.763735,cerebral-cortex,glial-cells,Low,Approved
KIF20B,9585,2.34006,3.29716,3.45849,5.31651,0.658064,0.346962,0.0926611,NA,NA,NA,NA
KIF21A,55605,0.653246,0.90489,4.42942,4.39479,2.19679,1.40945,0.0903422,cerebral-cortex,glial-cells,Low,Enhanced
KIF21B,23046,0.342928,0.352161,1.82662,1.76176,1.05596,0.889982,0.491126,cerebral-cortex,glial-cells,Low,Approved
KIF22,3835,21.7491,20.6749,27.4603,22.1435,8.37229,9.05505,8.11898,NA,NA,NA,NA
KIF23,9493,23.1708,20.256,29.0071,30.4127,9.87718,8.65548,4.55177,NA,NA,NA,NA
KIF24,347240,0.883755,0.90867,0.617421,0.805836,0.124227,0.148157,0.216335,NA,NA,NA,NA
KIF26B,55083,1.14845,1.615,4.26521,5.39594,0.869428,1.27118,1.94768,cerebral-cortex,glial-cells,Low,Enhanced
KIF27,55582,0.606974,0.417742,0.268288,0.572724,0.323755,0.226284,0.15403,NA,NA,NA,NA
KIF28P,100130097,0.486876,0.281034,0.129048,0.547354,0.155075,0.187,0.0400638,NA,NA,NA,NA
KIF2A,3796,19.8334,22.5761,17.9862,21.6412,16.0622,12.02,7.03978,cerebral-cortex,glial-cells,Medium,Approved
KIF2C,11004,14.1556,14.2972,15.8914,17.9558,1.26335,0.77121,2.12787,NA,NA,NA,NA
KIF3A,11127,12.0351,9.67923,11.3272,11.9731,12.7847,10.3098,3.60765,cerebral-cortex,glial-cells,Medium,Approved
KIF3B,9371,16.368,16.0223,15.4745,15.7468,17.0441,17.1405,17.8877,NA,NA,NA,NA
KIF3C,3797,10.112,7.93356,13.4164,15.5242,9.35362,11.11,13.1769,NA,NA,NA,NA
KIF4A,24137,5.8735,6.33506,6.42644,7.86161,0.714651,0.609085,0.189541,cerebral-cortex,glial-cells,Low,Approved
KIF5A,3798,0,0.0314138,4.64517,3.54564,1.50398,1.65562,0.881534,NA,NA,NA,NA
KIF5B,3799,95.8987,94.0915,106.484,127.546,107.369,104.802,32.8968,cerebral-cortex,glial-cells,High,Approved
KIF6,221458,0.44762,0.458173,0.209383,0.150416,0.122086,0.0769432,0.107453,NA,NA,NA,NA
KIF7,374654,7.04755,6.38374,5.58365,5.22302,5.76998,5.5053,6.46277,NA,NA,NA,NA
KIF9,64147,4.53978,3.91995,4.73224,4.05771,7.97861,5.28993,5.96013,cerebral-cortex,glial-cells,Low,Approved
KIF9-AS1,285352,0.797833,0.709512,0.750173,0.653139,0.717317,0.704542,1.41047,NA,NA,NA,NA
KIFAP3,22920,11.9888,14.7992,15.8455,18.5324,10.8736,10.0644,10.2344,cerebral-cortex,glial-cells,Medium,Supported
KIFC2,90990,8.79351,8.26371,11.3397,7.52158,10.1193,11.1787,6.30447,NA,NA,NA,NA
KIN,22944,9.89657,8.48089,9.98348,9.75002,9.74863,11.1849,4.11577,NA,NA,NA,NA
KIRREL3,84623,1.85833,1.9842,4.55532,3.11866,6.30236,6.77052,7.47537,cerebral-cortex,glial-cells,Medium,Enhanced
KISS1,3814,0.259252,0.342896,29.1542,23.0739,8.51407,6.24251,68.9659,NA,NA,NA,NA
KIT,3815,0.680669,0.720601,0.58728,0.439023,0.128543,0.0908726,0.614511,NA,NA,NA,NA
KITLG,4254,56.1259,55.9052,14.1903,14.4042,13.9165,11.154,10.2845,NA,NA,NA,NA
KLC1,3831,105.007,104.21,102.328,101.152,163.69,150.858,131.395,NA,NA,NA,NA
KLC2,64837,29.3722,17.3148,31.3299,23.4793,26.7129,25.6799,30.1495,cerebral-cortex,glial-cells,Medium,Approved
KLC4,89953,9.26159,10.6192,12.7492,10.8138,13.0509,15.6151,14.2105,cerebral-cortex,glial-cells,Low,Enhanced
KLF10,7071,14.8283,14.6473,20.5269,22.3265,14.7713,19.5392,13.1127,NA,NA,NA,NA
KLF11,8462,1.46742,1.29624,1.6823,2.15375,1.24759,1.8547,1.78024,NA,NA,NA,NA
KLF12,11278,8.32535,7.54063,7.99796,7.7212,8.00588,7.59388,3.96256,NA,NA,NA,NA
KLF13,51621,13.2362,12.0337,17.4733,16.4257,10.6325,9.98235,10.1831,NA,NA,NA,NA
KLF16,83855,20.0465,18.3287,20.0779,19.8903,18.2941,22.8383,30.0506,cerebral-cortex,glial-cells,Low,Approved
KLF2,10365,44.1346,43.2805,23.9499,24.8146,29.7694,42.1883,36.3879,cerebral-cortex,glial-cells,High,Approved
KLF3,51274,11.2567,11.503,7.58758,9.29748,4.71984,5.0952,2.36359,cerebral-cortex,glial-cells,High,Supported
KLF4,9314,19.7473,21.641,1.94789,1.5406,0.556203,1.40147,1.28257,NA,NA,NA,NA
KLF5,688,4.22222,5.16737,10.6538,7.08089,9.83145,30.9361,24.4636,cerebral-cortex,glial-cells,Low,Approved
KLF6,1316,83.1004,74.1189,93.3325,92.4883,92.9547,101.077,48.0896,cerebral-cortex,glial-cells,Medium,Supported
KLF7,8609,24.7295,24.2709,23.198,18.4648,15.6772,21.2258,15.1425,cerebral-cortex,glial-cells,Low,Approved
KLF7-IT1,100874272,0.652747,0.460437,0.834548,0.233305,0.409832,0.545737,0.0939215,NA,NA,NA,NA
KLF7P1,100128036,0.544135,0.329002,0.325266,0.416798,0.274484,0.350932,0.100632,NA,NA,NA,NA
KLF9,687,10.355,10.1322,7.13635,8.32186,3.3857,3.9749,2.29993,NA,NA,NA,NA
KLHDC1,122773,0.668522,1.30048,0.738511,1.16637,0.401015,1.83019,0.57317,NA,NA,NA,NA
KLHDC10,23008,11.1303,10.8629,10.1459,11.3133,13.1992,10.0275,16.1591,NA,NA,NA,NA
KLHDC2,23588,16.9147,21.794,22.0639,24.3249,29.8199,22.4748,21.5781,NA,NA,NA,NA
KLHDC3,116138,47.4789,50.2986,43.242,39.6862,31.3325,32.8671,40.9094,NA,NA,NA,NA
KLHDC4,54758,8.75804,12.9912,15.0726,13.9586,11.9955,8.59872,8.59573,NA,NA,NA,NA
KLHDC7B,113730,0.472072,0.736766,0.209878,0.177193,0.0666728,0.0355176,0.213908,NA,NA,NA,NA
KLHDC8A,55220,0.0265248,0.0860277,0.110926,0.260855,0,0,0.106296,NA,NA,NA,NA
KLHDC8B,200942,20.7163,21.6424,20.6517,18.2925,16.2838,22.7499,22.026,NA,NA,NA,NA
KLHDC9,126823,0.430823,0.494829,0.0906471,0.188567,1.18258,0.689683,0.341378,NA,NA,NA,NA
KLHL12,59349,12.1949,11.4692,11.2053,12.4743,16.6005,15.9928,17.4229,NA,NA,NA,NA
KLHL13,90293,1.5361,2.59288,0.048001,0.0656129,0,0,0.15839,NA,NA,NA,NA
KLHL15,80311,1.50176,1.44561,1.10025,1.34311,0.62787,0.432371,0.540466,NA,NA,NA,NA
KLHL17,339451,16.4798,13.968,14.6596,12.4056,12.9018,15.4789,12.1276,NA,NA,NA,NA
KLHL18,23276,8.80455,9.6612,11.1612,8.58652,9.95977,9.73722,15.6662,NA,NA,NA,NA
KLHL2,11275,9.06209,7.82935,8.92356,8.77644,9.33608,9.1953,7.43152,NA,NA,NA,NA
KLHL20,27252,13.9528,15.1571,16.191,14.7366,16.3356,16.9884,15.0348,cerebral-cortex,glial-cells,Medium,Approved
KLHL21,9903,22.6726,19.0289,13.7853,12.0137,23.5699,26.7301,40.9197,NA,NA,NA,NA
KLHL22,84861,23.2928,24.8706,20.0034,17.0908,20.847,21.7071,19.1541,NA,NA,NA,NA
KLHL23,151230,2.42065,2.63997,1.2632,1.95362,0.226875,0.362427,0.198651,NA,NA,NA,NA
KLHL24,54800,2.21843,5.41689,4.02943,5.64613,3.26394,3.31832,2.20852,NA,NA,NA,NA
KLHL25,64410,2.81905,2.58762,3.60241,3.15947,3.28502,2.45624,3.1224,cerebral-cortex,glial-cells,Low,Approved
KLHL26,55295,1.59243,1.72658,1.46595,1.39116,1.9055,1.73392,2.2214,NA,NA,NA,NA
KLHL28,54813,4.72179,5.29151,4.46659,5.31866,4.51823,4.49117,2.00575,NA,NA,NA,NA
KLHL29,114818,6.2458,5.47018,2.09884,1.64023,1.14403,1.44023,3.77559,NA,NA,NA,NA
KLHL2P1,729249,0.205825,0.217785,1.18422,0,0,0.15489,0.133209,NA,NA,NA,NA
KLHL3,26249,0.34846,0.388524,1.51815,1.46635,1.36859,2.04263,1.3587,NA,NA,NA,NA
KLHL30,377007,0.245624,0.239904,0.00987377,0.0202549,0.160107,0.184799,0.819475,NA,NA,NA,NA
KLHL35,283212,0.775319,1.16308,1.51797,2.21204,0.964764,1.37423,0.66268,NA,NA,NA,NA
KLHL36,79786,11.4656,11.4157,11.5054,10.5978,18.609,17.9197,18.4568,cerebral-cortex,glial-cells,Medium,Approved
KLHL38,340359,0.073928,0.117336,0.116003,0.0792819,0.0522067,0.194679,0.167491,NA,NA,NA,NA
KLHL4,56062,3.82094,4.0191,1.34663,1.98082,3.91363,3.99008,2.22722,NA,NA,NA,NA
KLHL41,10324,0.143819,0,0.106509,0.272245,0.227899,0.193554,0.231682,NA,NA,NA,NA
KLHL42,57542,15.612,14.0292,15.0151,14.1667,10.9771,11.3021,5.82073,NA,NA,NA,NA
KLHL5,51088,73.8398,71.2849,41.1531,39.4781,49.2586,48.1395,18.3997,cerebral-cortex,glial-cells,Medium,Approved
KLHL7,55975,20.3387,22.2519,25.0449,24.6725,20.0195,26.8969,20.5339,NA,NA,NA,NA
KLHL8,57563,4.75378,3.66385,4.69194,7.61538,3.36913,5.30704,4.42318,NA,NA,NA,NA
KLHL9,55958,14.9721,15.1944,15.1615,16.5507,14.1344,12.1426,10.4674,NA,NA,NA,NA
KLLN,100144748,0.0813149,0.240654,0.0846838,0.0698272,0.0691606,0.145813,0.138479,NA,NA,NA,NA
KLRD1,3824,0.296746,0.469259,0,0.159074,0.169729,0.371703,0.169803,NA,NA,NA,NA
KLRG1,10219,0.24811,0.423764,0.471206,0.246259,0.214623,0.544345,0.494694,NA,NA,NA,NA
KMO,8564,0.241371,0.0100325,0.0202668,0,0.357709,0.0293642,0.128948,NA,NA,NA,NA
KMT2C,58508,11.4087,10.0593,9.426,10.1451,7.64086,7.3424,2.07396,NA,NA,NA,NA
KMT2D,8085,23.9945,22.4529,23.5818,22.0065,21.3702,19.9014,18.4652,cerebral-cortex,glial-cells,Low,Approved
KMT2E,55904,15.3895,7.95009,16.5243,22.4933,16.0275,10.4241,3.69179,NA,NA,NA,NA
KMT2E-AS1,100216545,0.879523,0.651171,0.643775,0.405772,0.608552,1.43662,1.28375,NA,NA,NA,NA
KNDC1,85442,0.364732,0.565932,0.431434,0.446603,0.820547,0.63814,2.13016,NA,NA,NA,NA
KNOP1,400506,14.3121,16.9665,14.7711,16.7455,12.681,12.0434,16.8209,NA,NA,NA,NA
KNOP1P1,100129937,0.125333,0.221026,0.13111,0.179204,0.177025,0.188608,0.0540836,NA,NA,NA,NA
KNOP1P5,100130158,0.643261,0.443895,0.58514,0.56985,0.395017,0.673381,0.615522,NA,NA,NA,NA
KNSTRN,90417,36.0439,37.9114,36.4195,34.9106,18.2208,12.9118,11.8085,NA,NA,NA,NA
KNTC1,9735,5.65399,5.61262,6.63582,6.66202,2.35186,1.87189,0.289796,cerebral-cortex,glial-cells,Low,Approved
KPNA1,3836,41.222,49.615,39.8197,44.3686,39.8408,38.9469,48.2823,NA,NA,NA,NA
KPNA3,3839,18.9402,19.6346,24.0696,27.2054,28.3275,20.8645,17.8279,cerebral-cortex,glial-cells,High,Approved
KPNA4,3840,52.8338,51.2057,67.7381,81.4749,61.8485,72.892,52.1351,cerebral-cortex,glial-cells,Low,Enhanced
KPNA5,3841,2.57779,2.57874,2.35925,2.7771,2.727,2.6532,1.45188,cerebral-cortex,glial-cells,Low,Enhanced
KPNA6,23633,15.5418,16.0009,14.4822,16.4957,18.4583,15.5201,20.8513,cerebral-cortex,glial-cells,Medium,Supported
KPNB1,3837,268.094,238.779,276.232,312.103,246.003,240.743,185.227,cerebral-cortex,glial-cells,Low,Supported
KPTN,11133,13.0536,14.7596,11.7322,13.7041,11.9473,7.24817,18.2402,cerebral-cortex,glial-cells,Medium,Approved
KRAS,3845,9.52275,9.48008,9.49458,11.6912,6.50305,8.61019,3.30962,NA,NA,NA,NA
KRBA1,84626,4.88747,6.23621,5.77782,5.24328,5.76997,5.10982,4.39199,cerebral-cortex,glial-cells,High,Approved
KRBA2,124751,0.835404,1.02983,0.763706,1.21803,0.208696,0.41408,0.184171,NA,NA,NA,NA
KRBOX4,55634,4.25899,4.74337,5.98614,4.49788,6.01902,6.0762,5.4832,NA,NA,NA,NA
KRCC1,51315,16.2464,18.133,14.7543,15.1711,14.5285,15.6067,7.3313,NA,NA,NA,NA
KREMEN1,83999,1.42982,1.92272,3.20411,2.51561,0.722873,1.29925,1.51884,NA,NA,NA,NA
KREMEN2,79412,0.295212,0.0692239,0.0844881,0.0864523,0.0582227,0.0883941,0.167135,NA,NA,NA,NA
KRI1,65095,19.3998,14.3385,18.0264,16.9498,17.2138,15.2738,13.8089,cerebral-cortex,glial-cells,Low,Approved
KRIT1,889,19.9937,23.7575,18.6755,20.1212,16.0957,17.1123,4.52355,NA,NA,NA,NA
KRR1,11103,16.0458,18.3568,20.8825,24.3222,15.9696,17.5737,6.35815,cerebral-cortex,glial-cells,Low,Approved
KRT10,3858,13.1117,13.0586,11.6316,12.9232,13.8526,14.2696,13.828,NA,NA,NA,NA
KRT15,3866,0.731738,0.857899,1.88453,1.56225,6.89345,6.37026,11.2148,NA,NA,NA,NA
KRT17,3872,0.637724,0.684497,0.0520743,0.0533652,0.0702833,0.37441,0.579802,NA,NA,NA,NA
KRT18,3875,618.63,521.474,220.217,159.404,483.428,522.483,601.606,NA,NA,NA,NA
KRT18P12,643471,0.840589,0.392025,0,0,0,0.355506,1.01184,NA,NA,NA,NA
KRT18P16,391827,2.34918,2.03953,0.661623,0.581364,1.53138,1.94883,2.14446,NA,NA,NA,NA
KRT18P17,344866,1.25201,1.32476,0.191666,0.360222,0.862606,1.60833,1.14645,NA,NA,NA,NA
KRT18P19,339781,0.783931,0.76036,0.341693,0,0.369104,0.688196,1.35306,NA,NA,NA,NA
KRT18P28,343326,1.25154,1.23187,0.304471,0.468191,1.64435,1.00736,1.16808,NA,NA,NA,NA
KRT18P29,729050,0.926418,0.751526,0.290736,0.165581,0.654239,0.929395,0.479733,NA,NA,NA,NA
KRT18P31,646723,4.16385,3.60765,1.48349,1.32665,5.19918,4.04101,4.21865,NA,NA,NA,NA
KRT18P33,647162,2.22857,1.77889,0.695296,0.670837,2.37458,2.1181,1.92336,NA,NA,NA,NA
KRT18P34,391589,0.704897,0.724807,0.257706,0.132093,0.434935,0.139018,0.419442,NA,NA,NA,NA
KRT18P37,392214,0.395876,0.225551,0.159278,0.0326566,0.129032,0.229124,0.078846,NA,NA,NA,NA
KRT18P39,344462,0.749512,0.475839,0.282261,0.225056,0.46579,0.586497,0.388125,NA,NA,NA,NA
KRT18P4,391256,0.211987,0.192262,0.190079,0.0649526,0.256639,0.0911435,0.0392054,NA,NA,NA,NA
KRT18P5,728300,0.237395,0.213837,0.126404,0.0971607,0.170621,0.0454463,0.117296,NA,NA,NA,NA
KRT18P52,100418769,0.0510425,0.108017,0,0,0.322873,0.153627,0.0660764,NA,NA,NA,NA
KRT18P55,284085,0.416058,0.207168,0.0768054,0.0524915,0.172833,0.257979,0.443364,NA,NA,NA,NA
KRT18P59,399965,0.219136,0.242649,0.118415,0.137045,0.0902117,0.0481403,0.0827504,NA,NA,NA,NA
KRT18P68,139060,0.123607,0.130789,0.0431014,0.044184,0.0581957,0.124007,0.106678,NA,NA,NA,NA
KRT18P7,100418877,0.355706,0.479023,0.0676548,0.138715,0.182692,0.194646,0.334904,NA,NA,NA,NA
KRT18P8,125242,0.567023,0.333317,0.131813,0.101345,0.311449,0.426634,0.530156,NA,NA,NA,NA
KRT19,3880,12.6602,12.2382,4.8854,5.1662,36.9747,26.7587,26.5317,NA,NA,NA,NA
KRT34,3885,0,0.0224708,0.844192,1.00208,0.20996,0.255654,0.824804,NA,NA,NA,NA
KRT7,3855,16.55,11.3814,10.2075,9.77652,1.69925,1.05795,7.3029,NA,NA,NA,NA
KRT79,338785,0.839028,0.541039,0.374978,0.315777,0.278312,0.5543,0.349553,NA,NA,NA,NA
KRT8,3856,172.845,168.714,214.654,185.374,58.8983,55.2048,107.027,NA,NA,NA,NA
KRT80,144501,2.84737,2.51482,1.42131,1.39179,2.6637,2.25603,3.55554,NA,NA,NA,NA
KRT81,3887,0.152391,0.0604674,13.6499,15.1171,0.0807123,0.0286644,0.0493224,NA,NA,NA,NA
KRT8P12,90133,2.96847,2.76462,2.08368,2.01482,2.48249,2.26432,1.40096,NA,NA,NA,NA
KRT8P13,730023,0.447622,0.559747,0.808802,0.741845,0.229904,0.18371,0.474116,NA,NA,NA,NA
KRT8P14,347333,0.424405,0.3368,0.971178,0.568916,0.262249,0.399154,0.618116,NA,NA,NA,NA
KRT8P3,728638,7.9739,6.4634,14.1575,10.9832,2.63495,3.0274,6.34531,NA,NA,NA,NA
KRT8P33,100418737,2.63991,1.56768,4.7905,3.87101,0.95117,1.21609,1.63907,NA,NA,NA,NA
KRT8P39,100418781,0.347348,0.310989,0.475161,0.429805,0.528331,0.482485,0.795585,NA,NA,NA,NA
KRT8P46,100418744,0.0537478,0.1706,0.33733,0.374626,0.53135,0.444806,0.0695767,NA,NA,NA,NA
KRT8P9,390601,0.052753,0.0837482,0.0827768,0.0283079,0.0372916,0.119075,0.102441,NA,NA,NA,NA
KRTAP5-1,387264,0,0.0470103,0,0.142929,0.0627524,0,0,NA,NA,NA,NA
KRTAP5-AS1,338651,0.189586,0.296918,0.241591,0.0615042,0.148583,0.0862993,0.0371239,NA,NA,NA,NA
KRTCAP2,200185,324.768,319.306,282.168,246.616,353.791,387.916,373.635,NA,NA,NA,NA
KRTCAP3,200634,0.86825,0.826602,1.06396,0.654945,1.24674,0.967231,0.512529,NA,NA,NA,NA
KSR1,8844,22.4005,21.381,8.68604,3.83087,5.98013,9.66951,9.33217,NA,NA,NA,NA
KTI12,112970,7.21164,6.83184,8.05666,7.70751,7.95161,7.9093,8.3256,cerebral-cortex,glial-cells,Low,Approved
KTN1,3895,48.7644,58.7985,64.3648,80.2257,67.3578,73.7099,15.8501,cerebral-cortex,glial-cells,High,Enhanced
KTN1-AS1,100129075,0.649008,1.08494,1.01823,0.570356,0.628914,0.556543,1.40583,NA,NA,NA,NA
KXD1,79036,78.8921,71.9801,83.0388,69.669,122.276,122.148,142.905,cerebral-cortex,glial-cells,Low,Approved
KY,339855,0.760462,0.777964,0.0833633,0.1895,0.0887532,0,0.0812483,NA,NA,NA,NA
KYNU,8942,0.0615656,0.0329835,0.125216,0.267398,1.38631,2.44956,0.619749,NA,NA,NA,NA
L2HGDH,79944,2.08029,1.57923,1.82707,1.18681,0.585867,1.733,1.33684,NA,NA,NA,NA
L3HYPDH,112849,59.0072,61.9894,62.0848,52.14,66.3122,64.7889,59.4904,cerebral-cortex,glial-cells,Low,Approved
L3MBTL1,26013,2.2916,3.86444,6.187,4.19227,5.00973,2.57376,1.7636,NA,NA,NA,NA
L3MBTL2,83746,10.6991,11.8073,11.6041,9.97782,11.6281,8.57181,13.7829,NA,NA,NA,NA
L3MBTL3,84456,19.1638,19.0396,10.5315,11.6664,8.26731,11.2339,8.18474,NA,NA,NA,NA
LACC1,144811,2.97234,3.23873,1.45832,1.2862,2.18836,2.38279,1.14519,NA,NA,NA,NA
LACTB,114294,17.6963,14.7757,35.8166,41.4585,34.6646,38.1735,33.9574,NA,NA,NA,NA
LACTB2,51110,5.62671,7.38766,4.79565,6.38651,8.30816,8.05942,4.44668,cerebral-cortex,glial-cells,Low,Approved
LAD1,3898,0,0,0.0322558,0,0.0870989,0.0463988,0,NA,NA,NA,NA
LAG3,3902,0.429084,0.374236,0.624319,0.433659,0.135653,0.178969,0.0881625,NA,NA,NA,NA
LAMA1,284217,0.501382,0.541086,0.1064,0.105003,2.02551,1.77497,0.54166,NA,NA,NA,NA
LAMA2,3908,4.10431,6.09922,4.95929,7.01196,0.696245,0.843729,0.734896,NA,NA,NA,NA
LAMA3,3909,0.472569,0.383148,0.293292,0.0785823,0.694289,0.618458,1.236,NA,NA,NA,NA
LAMA5,3911,55.1917,55.5462,10.238,9.12808,9.60751,18.4988,28.5208,NA,NA,NA,NA
LAMB1,3912,288.716,296.694,285.659,284.143,280.267,272.413,258.627,NA,NA,NA,NA
LAMB2,3913,439.926,408.807,259.315,211.367,467.47,471.373,522.363,NA,NA,NA,NA
LAMB3,3914,3.96178,4.16532,2.12308,3.00623,1.88274,3.2974,5.44217,NA,NA,NA,NA
LAMB4,22798,0.0189772,0.112712,0.157685,0.137226,0.300524,0.112466,0.198109,NA,NA,NA,NA
LAMC1,3915,522.982,513.848,520.852,493.316,475.678,486.567,672.371,NA,NA,NA,NA
LAMC2,3918,3.93742,2.16581,18.2559,30.3557,26.942,24.4452,98.3153,NA,NA,NA,NA
LAMP1,3916,176.37,170.682,204.717,184.245,248.876,253.063,296.233,cerebral-cortex,glial-cells,High,Supported
LAMP2,3920,79.19,78.3307,82.7512,88.2253,114.896,113.532,101.622,cerebral-cortex,glial-cells,Medium,Supported
LAMP3,27074,0.62235,0.640652,0.759157,0.563564,0.593998,0.237627,0.102065,NA,NA,NA,NA
LAMTOR1,55004,93.6455,87.643,99.7992,90.8854,103.268,124.097,163.46,cerebral-cortex,glial-cells,Medium,Approved
LAMTOR2,28956,43.3051,47.4791,56.4008,45.6443,66.3926,73.1467,80.9521,cerebral-cortex,glial-cells,Low,Approved
LAMTOR3,8649,21.3602,21.0295,22.0901,24.5518,21.1805,20.896,13.8889,cerebral-cortex,glial-cells,Medium,Supported
LAMTOR3P1,100130119,0.194562,0,0.20353,0,0.274901,0,0.503579,NA,NA,NA,NA
LAMTOR4,389541,62.0261,58.3883,61.4471,46.9747,93.7228,94.3103,122.356,cerebral-cortex,glial-cells,High,Enhanced
LAMTOR5,10542,81.3501,91.2314,85.5546,82.1891,125.326,124.9,159.717,NA,NA,NA,NA
LAMTOR5-AS1,101410535,0.30215,0.368065,0.452235,0.269567,0,0,0.760106,NA,NA,NA,NA
LAMTOR5P1,106478910,0.856119,0.452963,0.447796,0,0,0.644703,1.10742,NA,NA,NA,NA
LANCL1,10314,20.1364,16.3314,18.5463,20.8752,15.6493,17.4973,17.7066,cerebral-cortex,glial-cells,High,Approved
LANCL2,55915,9.95867,8.66613,13.6131,12.8844,15.247,11.4362,15.2245,NA,NA,NA,NA
LAP3,51056,28.238,30.3474,25.4861,27.4484,36.2453,39.0208,50.2607,NA,NA,NA,NA
LAP3P2,389386,1.44492,1.13971,1.86879,1.43684,1.63263,2.05572,2.72087,NA,NA,NA,NA
LAPTM4A,9741,439.438,467.459,314.654,362.274,454.717,479.114,610.436,cerebral-cortex,glial-cells,Medium,Approved
LAPTM4B,55353,49.693,55.5118,71.3947,76.0055,74.9041,67.1299,65.8027,NA,NA,NA,NA
LARP1,23367,104.192,98.0728,137.082,139.443,94.541,103.871,91.8615,cerebral-cortex,glial-cells,Medium,Approved
LARP1B,55132,10.5039,10.2046,7.59749,8.3278,7.52605,7.02376,3.79014,NA,NA,NA,NA
