	SYMBOL	ENTREZID	BD_NR.Veh.R1	BD_NR.Veh.R2
PRKCQ-AS1	PRKCQ-AS1	439949	8.00689	5.59031
PRKCSH	PRKCSH	5589	117.445	130.07
PRKCZ	PRKCZ	5590	4.99424	4.54216
PRKD1	PRKD1	5587	3.89252	3.47447
PRKD2	PRKD2	25865	12.8272	20.4199
PRKD3	PRKD3	23683	17.8464	23.7752
PRKDC	PRKDC	5591	67.9838	72.9311
PRKG1	PRKG1	5592	19.2953	15.129
PRKG1-AS1	PRKG1-AS1	100506939	0.437282	0.0618786
PRKRA	PRKRA	8575	42.8792	32.5103
PRKRIP1	PRKRIP1	79706	6.0791	5.02966
PRKX	PRKX	5613	10.0745	10.3363
PRKXP1	PRKXP1	441733	0.236131	0.827474
PRKY	PRKY	5616	2.58233	3.19081
PRLR	PRLR	5618	0.276971	0.887744
PRMT1	PRMT1	3276	209.912	145.328
PRMT2	PRMT2	3275	74.1135	68.4918
PRMT3	PRMT3	10196	7.9454	8.95502
PRMT5	PRMT5	10419	59.0103	56.4463
PRMT5-AS1	PRMT5-AS1	100505758	1.3911	1.23858
PRMT6	PRMT6	55170	20.1109	17.7298
PRMT7	PRMT7	54496	29.3556	28.1023
PRMT8	PRMT8	56341	0.152386	0.278564
PRNCR1	PRNCR1	101867536	0.624611	0.285296
PRNP	PRNP	5621	41.3588	25.8355
PROB1	PROB1	389333	6.61456	2.11632
PROC	PROC	5624	0.145743	0.604519
PROCA1	PROCA1	147011	4.65196	6.41446
PROCR	PROCR	10544	5.28188	6.51782
PRODH	PRODH	5625	1.63056	0.864703
PROM1	PROM1	8842	28.9853	48.1581
PROM2	PROM2	150696	0.443028	0.868975
PRORSD1P	PRORSD1P	344405	1.41525	1.31727
PROS1	PROS1	5627	10.8817	12.2075
PROSER1	PROSER1	80209	29.9443	22.4716
PROSER2	PROSER2	254427	1.31561	2.35479
PROX1	PROX1	5629	0.743289	1.22381
PROX1-AS1	PROX1-AS1	100505832	0.055427	0.0345955
PROX2	PROX2	283571	0.220737	0.594774
PRPF18	PRPF18	8559	19.4084	12.5809
PRPF19	PRPF19	27339	75.1287	70.1319
PRPF3	PRPF3	9129	1.23652	0.326006
PRPF38A	PRPF38A	84950	26.533	28.3866
PRPF38B	PRPF38B	55119	47.3593	41.7701
PRPF39	PRPF39	55015	31.6868	28.4954
PRPF4	PRPF4	9128	14.7484	22.7699
PRPF40A	PRPF40A	55660	36.061	38.185
PRPF40B	PRPF40B	25766	8.77915	7.5768
PRPF4B	PRPF4B	8899	36.052	39.0713
PRPF6	PRPF6	24148	38.626	33.8494
PRPF8	PRPF8	10594	76.4029	67.8557
PRPH	PRPH	5630	0.554694	0.567216
PRPS1	PRPS1	5631	22.4997	26.5663
PRPS1P2	PRPS1P2	100421295	1.69072	3.22941
PRPS2	PRPS2	5634	8.0363	9.57754
PRPSAP1	PRPSAP1	5635	43.6536	40.7512
PRPSAP2	PRPSAP2	5636	31.8298	34.0103
PRR11	PRR11	55771	27.6534	32.8683
PRR12	PRR12	57479	6.91081	9.7247
PRR13	PRR13	54458	49.2557	62.1453
PRR14	PRR14	78994	17.6908	16.2739
PRR14L	PRR14L	253143	6.45379	8.50467
PRR16	PRR16	51334	9.10257	1.57986
PRR18	PRR18	285800	0.637807	0.412214
PRR19	PRR19	284338	1.58874	1.88689
PRR22	PRR22	163154	2.20601	1.83758
PRR26	PRR26	414235	0.205809	0.0209666
PRR4	PRR4	11272	1.5519	0.49429
PRR5	PRR5	55615	20.3257	10.108
PRR5L	PRR5L	79899	1.75228	8.95514
PRR7	PRR7	80758	1.55942	2.60132
PRR7-AS1	PRR7-AS1	340037	0.636456	0.368986
PRRC1	PRRC1	133619	27.6975	38.5078
PRRC2A	PRRC2A	7916	0.310622	0.162641
PRRC2B	PRRC2B	84726	57.5548	71.5089
PRRC2C	PRRC2C	23215	48.5687	39.2568
PRRG1	PRRG1	5638	0.0257862	0.0107894
PRRG2	PRRG2	5639	0.445905	0.248714
PRRG3	PRRG3	79057	1.12323	0.589787
PRRT2	PRRT2	112476	13.75	13.3103
PRRT3	PRRT3	285368	2.18335	2.33895
PRRT3-AS1	PRRT3-AS1	100874032	0.271166	0
PRRT4	PRRT4	401399	9.86296	4.11013
PRRX1	PRRX1	5396	56.3846	28.9512
PRRX2	PRRX2	51450	1.795	2.89389
PRSS12	PRSS12	8492	6.35499	6.58972
PRSS16	PRSS16	10279	0.277207	0.33965
PRSS23	PRSS23	11098	38.0879	64.4062
PRSS27	PRSS27	83886	1.62774	1.14874
PRSS35	PRSS35	167681	2.55703	0.833431
PRSS36	PRSS36	146547	0.895993	0.381813
PRSS51	PRSS51	346702	0.555718	0.208204
PRSS53	PRSS53	339105	2.32005	1.14289
PRTFDC1	PRTFDC1	56952	6.47154	5.58109
PRTG	PRTG	283659	2.57934	5.71189
PRUNE2	PRUNE2	158471	39.524	11.1937
PRX	PRX	57716	3.59294	3.59911
PSAP	PSAP	5660	277.162	322.678
PSAT1	PSAT1	29968	59.3132	122.001
PSAT1P3	PSAT1P3	729779	0.29866	0.0468027
PSD	PSD	5662	2.0266	2.77296
PSD2	PSD2	84249	0.179279	0.259804
PSD3	PSD3	23362	5.99245	8.28712
PSD4	PSD4	23550	0.779126	0.735386
PSEN1	PSEN1	5663	21.6372	27.9067
PSEN2	PSEN2	5664	26.2226	8.57635
PSENEN	PSENEN	55851	61.4302	55.7178
PSIP1	PSIP1	11168	95.091	94.3858
PSKH1	PSKH1	5681	17.8188	16.8767
PSMA3	PSMA3	5684	187.358	144.812
PSMA4	PSMA4	5685	233.93	170.933
PSMA5	PSMA5	5686	126.975	97.0134
PSMA6	PSMA6	5687	192.118	148.328
PSMA6P1	PSMA6P1	64596	9.8366	6.95004
PSMA6P2	PSMA6P2	729412	0.991472	0.953745
PSMA7	PSMA7	5688	270.993	222.144
PSMB1	PSMB1	5689	288.148	216.296
PSMB10	PSMB10	5699	24.3623	13.1605
PSMB2	PSMB2	5690	63.6585	54.0301
PSMB3	PSMB3	5691	188.667	138.325
PSMB4	PSMB4	5692	284.702	221.826
PSMB5	PSMB5	5693	244.257	179.26
PSMB6	PSMB6	5694	212.58	155.262
PSMB7	PSMB7	5695	234.042	139.524
PSMC1	PSMC1	5700	118.276	113.766
PSMC1P1	PSMC1P1	151645	17.3571	13.1671
PSMC1P3	PSMC1P3	392100	0.341892	0.267632
PSMC1P9	PSMC1P9	643668	1.10679	0.376665
PSMC2	PSMC2	5701	94.6339	90.4566
PSMC3	PSMC3	5702	176.86	137.192
PSMC3IP	PSMC3IP	29893	12.1607	26.374
PSMC4	PSMC4	5704	71.004	76.1528
PSMC5	PSMC5	5705	104.779	116.929
PSMC6	PSMC6	5706	113.985	89.05
PSMD1	PSMD1	5707	87.3881	81.3067
PSMD10	PSMD10	5716	44.9254	38.7951
PSMD10P1	PSMD10P1	170541	0.222537	0.262747
PSMD11	PSMD11	5717	52.86	83.2725
PSMD12	PSMD12	5718	23.2259	32.662
PSMD12P	PSMD12P	317753	1.03093	0.25673
PSMD13	PSMD13	5719	113.415	97.4388
PSMD14	PSMD14	10213	67.8719	71.7031
PSMD2	PSMD2	5708	150.75	168.068
PSMD3	PSMD3	5709	72.2715	80.9727
PSMD4	PSMD4	5710	171.872	139.472
PSMD5	PSMD5	5711	14.0298	17.7282
PSMD6	PSMD6	9861	99.3564	72.9693
PSMD6-AS2	PSMD6-AS2	100507062	0.742845	1.2353
PSMD7	PSMD7	5713	115.94	106.398
PSMD7P1	PSMD7P1	280637	1.37287	0.361602
PSMD8	PSMD8	5714	139.217	114.681
PSMD9	PSMD9	5715	56.053	44.3252
PSME1	PSME1	5720	178.383	105.69
PSME2	PSME2	5721	93.8447	80.0686
PSME2P2	PSME2P2	338099	3.42467	1.09677
PSME3	PSME3	10197	44.3937	65.77
PSME4	PSME4	23198	37.3787	31.8645
PSMF1	PSMF1	9491	33.0176	36.4856
PSMG1	PSMG1	8624	54.5942	46.5498
PSMG2	PSMG2	56984	77.0555	56.6712
PSMG3	PSMG3	84262	33.5256	27.3096
PSMG3-AS1	PSMG3-AS1	114796	2.72338	3.42569
PSMG4	PSMG4	389362	19.9722	10.116
PSPC1	PSPC1	55269	53.3492	42.006
PSPC1P1	PSPC1P1	642395	2.06925	0.543101
PSPH	PSPH	5723	10.8441	22.9819
PSPN	PSPN	5623	1.13037	1.28849
PSRC1	PSRC1	84722	45.049	36.9526
PSTK	PSTK	118672	4.73963	3.92237
PSTPIP2	PSTPIP2	9050	1.90053	2.86101
PTAR1	PTAR1	375743	6.73079	11.0588
PTBP1	PTBP1	5725	115.651	143.981
PTBP2	PTBP2	58155	29.23	25.1085
PTBP3	PTBP3	9991	9.51649	14.572
PTCD1	PTCD1	26024	3.5702	3.90997
PTCD2	PTCD2	79810	5.63004	5.72102
PTCD3	PTCD3	55037	36.1114	38.0713
PTCH1	PTCH1	5727	3.37105	4.44632
PTCH2	PTCH2	8643	1.85011	0.719442
PTCHD3P1	PTCHD3P1	387647	10.2443	13.6509
PTCHD3P2	PTCHD3P2	100533664	0.271201	0.127453
PTCHD4	PTCHD4	442213	2.85805	2.85638
PTDSS1	PTDSS1	9791	28.1015	47.409
PTDSS2	PTDSS2	81490	31.4364	17.4443
PTEN	PTEN	5728	17.5762	26.1154
PTENP1	PTENP1	11191	1.50394	1.17808
PTER	PTER	9317	0.416605	0.915725
PTGDR2	PTGDR2	11251	0.658064	0.734953
PTGDS	PTGDS	5730	5.60322	0.47393
PTGER4	PTGER4	5734	2.63244	2.59771
PTGES	PTGES	9536	1.00163	3.35411
PTGES2	PTGES2	80142	22.2307	22.0109
PTGES3	PTGES3	10728	224.939	235.645
PTGES3L	PTGES3L	100885848	14.9919	3.33956
PTGES3L-AARSD1	PTGES3L-AARSD1	100885850	1.46631	0.849217
PTGES3P1	PTGES3P1	284672	16.4059	18.7047
PTGES3P3	PTGES3P3	441050	3.51329	6.74406
PTGES3P4	PTGES3P4	106480775	0	0
PTGFR	PTGFR	5737	3.25696	0.44789
PTGFRN	PTGFRN	5738	135.064	69.0233
PTGIR	PTGIR	5739	1.10881	6.96634
PTGIS	PTGIS	5740	8.38402	7.648
PTGR1	PTGR1	22949	34.1007	28.1029
PTGR2	PTGR2	145482	5.0821	4.21374
PTGS1	PTGS1	5742	0.0900206	0.300156
PTGS2	PTGS2	5743	0.0838728	1.14741
PTH1R	PTH1R	5745	12.73	2.52049
PTH2R	PTH2R	5746	0	0
PTHLH	PTHLH	5744	0.313576	1.76685
PTK2	PTK2	5747	49.727	53.0292
PTK2B	PTK2B	2185	1.14182	2.29683
PTK6	PTK6	5753	0.383699	0.206048
PTK7	PTK7	5754	92.2054	82.5775
PTMA	PTMA	5757	956.18	871.663
PTMAP2	PTMAP2	5759	85.3431	58.3935
PTMAP4	PTMAP4	5761	6.24829	2.21354
PTMAP5	PTMAP5	150928	87.2781	31.4895
PTMS	PTMS	5763	536.58	535.672
PTN	PTN	5764	251.875	158.332
PTOV1	PTOV1	53635	174.487	131.784
PTOV1-AS1	PTOV1-AS1	100506033	10.069	9.13809
PTP4A1	PTP4A1	7803	29.8427	49.5808
PTP4A2	PTP4A2	8073	101.215	127.948
PTP4A2P1	PTP4A2P1	5767	3.18627	1.48631
PTP4A2P2	PTP4A2P2	5769	1.3876	0
PTP4A3	PTP4A3	11156	11.3275	10.2058
PTPDC1	PTPDC1	138639	3.51254	5.27893
PTPMT1	PTPMT1	114971	28.7577	23.5164
PTPN1	PTPN1	5770	14.9583	21.139
PTPN11	PTPN11	5781	19.5966	30.4881
PTPN12	PTPN12	5782	24.6363	40.181
PTPN13	PTPN13	5783	9.34103	14.8357
PTPN14	PTPN14	5784	9.37708	11.7841
PTPN18	PTPN18	26469	5.46223	7.11614
PTPN2	PTPN2	5771	30.8869	16.241
PTPN21	PTPN21	11099	18.7898	11.9866
PTPN23	PTPN23	25930	8.49726	12.5824
PTPN2P1	PTPN2P1	646981	0.561163	0.342064
PTPN2P2	PTPN2P2	646758	0.395452	0.206681
PTPN3	PTPN3	5774	1.51148	1.83404
PTPN4	PTPN4	5775	5.16784	5.62666
PTPN5	PTPN5	84867	0.194273	0.347958
PTPN9	PTPN9	5780	14.7185	24.1684
PTPRA	PTPRA	5786	30.2327	37.2902
PTPRB	PTPRB	5787	0.0599174	0.521754
PTPRCAP	PTPRCAP	5790	2.59929	2.11319
PTPRD	PTPRD	5789	27.5142	26.8709
PTPRE	PTPRE	5791	0.246057	0.584878
PTPRF	PTPRF	5792	12.9065	19.4257
PTPRG	PTPRG	5793	9.40289	20.3093
PTPRG-AS1	PTPRG-AS1	100506994	0.845998	1.57913
PTPRH	PTPRH	5794	0	0.2542
PTPRJ	PTPRJ	5795	0.556302	2.51696
PTPRK	PTPRK	5796	3.5144	7.19091
PTPRM	PTPRM	5797	8.91193	10.2695
PTPRN	PTPRN	5798	0.207825	0.331922
PTPRN2	PTPRN2	5799	1.88581	4.0778
PTPRO	PTPRO	5800	1.11246	1.03961
PTPRS	PTPRS	5802	24.6966	31.4954
PTPRT	PTPRT	11122	0	0.0211233
PTPRU	PTPRU	10076	2.77825	4.77293
PTPRZ1	PTPRZ1	5803	4.75332	11.5642
PTRH1	PTRH1	138428	4.5429	4.366
PTRH2	PTRH2	51651	26.3572	24.8584
PTRHD1	PTRHD1	391356	54.1751	33.2892
PTS	PTS	5805	29.9321	24.4717
PTTG1	PTTG1	9232	209.515	126.258
PTTG1IP	PTTG1IP	754	119.113	115.332
PTTG3P	PTTG3P	26255	0.392699	0
PTTG4P	PTTG4P	326315	0.321474	0.777955
PTX3	PTX3	5806	53.012	55.1224
PUF60	PUF60	22827	11.9837	2.33919
PUM1	PUM1	9698	30.2943	32.7503
PUM2	PUM2	23369	27.0712	32.3461
PURA	PURA	5813	6.32462	6.42357
PURB	PURB	5814	29.0289	16.195
PURG	PURG	29942	4.98102	6.78492
PUS1	PUS1	80324	12.9703	10.4078
PUS10	PUS10	150962	3.70126	4.5775
PUS3	PUS3	83480	11.1083	10.4219
PUS7	PUS7	54517	9.53136	9.24211
PUS7L	PUS7L	83448	2.95519	4.32544
PUSL1	PUSL1	126789	11.469	12.3688
PVALB	PVALB	5816	10.6716	7.47009
PVR	PVR	5817	7.22945	9.39567
PVRIG	PVRIG	79037	1.16138	1.08721
PVT1	PVT1	5820	5.28207	14.5677
PWAR6	PWAR6	100506965	34.6923	17.7415
PWP1	PWP1	11137	36.3071	30.908
PWP2	PWP2	5822	10.3081	10.77
PWRN1	PWRN1	791114	0.239065	0.209301
PWWP2A	PWWP2A	114825	9.12201	10.8548
PWWP2B	PWWP2B	170394	5.98846	4.77704
PXDC1	PXDC1	221749	16.7898	16.3668
PXDN	PXDN	7837	80.9146	105.471
PXDNL	PXDNL	137902	0.0802415	0.0494915
PXK	PXK	54899	7.49616	10.6353
PXMP2	PXMP2	5827	40.2135	24.8297
PXMP4	PXMP4	11264	1.29949	1.73672
PXN	PXN	5829	43.5071	34.2627
PXN-AS1	PXN-AS1	100506649	10.9674	4.87292
PYCARD	PYCARD	29108	2.98784	1.35694
PYCR1	PYCR1	5831	59.7999	60.703
PYCR2	PYCR2	29920	26.2242	25.2647
PYGB	PYGB	5834	27.7343	35.276
PYGL	PYGL	5836	8.84061	7.39845
PYGM	PYGM	5837	7.29635	3.25659
PYGO1	PYGO1	26108	3.9907	5.91748
PYGO2	PYGO2	90780	23.6496	24.6798
PYROXD1	PYROXD1	79912	6.6215	4.40811
PYROXD2	PYROXD2	84795	3.82091	3.27266
PYURF	PYURF	100996939	86.7776	58.0537
PYY2	PYY2	23615	0.248289	0.486463
PZP	PZP	5858	0	0
QDPR	QDPR	5860	23.7777	18.9326
QKI	QKI	9444	66.6376	89.4385
QPCT	QPCT	25797	1.00267	3.1921
QPCTL	QPCTL	54814	6.36284	5.26564
QPRT	QPRT	23475	134.569	62.4547
QRFP	QRFP	347148	0.482794	0.385209
QRICH1	QRICH1	54870	36.8959	40.9881
QRICH2	QRICH2	84074	1.60507	2.00218
QRSL1	QRSL1	55278	9.01319	9.10148
QSER1	QSER1	79832	11.7037	16.2583
QSOX1	QSOX1	5768	20.6184	23.4735
QSOX2	QSOX2	169714	8.4394	11.7278
QTRT1	QTRT1	81890	31.1593	26.9958
R3HCC1	R3HCC1	203069	26.0522	21.0534
R3HCC1L	R3HCC1L	27291	8.64994	10.1533
R3HDM1	R3HDM1	23518	18.9624	19.1756
R3HDM2	R3HDM2	22864	11.5021	16.7605
R3HDM4	R3HDM4	91300	27.4555	24.9135
RAB10	RAB10	10890	53.578	66.0867
RAB11A	RAB11A	8766	138.095	146.689
RAB11B	RAB11B	9230	73.5672	60.1086
RAB11B-AS1	RAB11B-AS1	100507567	4.58846	2.88735
RAB11FIP1	RAB11FIP1	80223	1.52946	1.47543
RAB11FIP1P1	RAB11FIP1P1	646080	2.39889	6.38812
RAB11FIP2	RAB11FIP2	22841	5.74821	5.78753
RAB11FIP3	RAB11FIP3	9727	17.4016	19.8474
RAB11FIP4	RAB11FIP4	84440	0.275744	0.756597
RAB11FIP5	RAB11FIP5	26056	4.04235	6.27174
RAB12	RAB12	201475	38.7497	32.9967
RAB13	RAB13	5872	111.994	148.94
RAB14	RAB14	51552	33.2101	35.5063
RAB15	RAB15	376267	40.2851	45.9486
RAB17	RAB17	64284	3.18718	0.659201
RAB18	RAB18	22931	54.0407	62.3862
RAB1A	RAB1A	5861	162.445	158.551
RAB1B	RAB1B	81876	92.1626	80.4185
RAB1C	RAB1C	441400	0.916797	0.103273
RAB20	RAB20	55647	0.541468	1.53144
RAB21	RAB21	23011	15.415	20.5913
RAB22A	RAB22A	57403	6.07294	6.44579
RAB23	RAB23	51715	7.32558	12.7116
RAB24	RAB24	53917	34.7322	23.8457
RAB25	RAB25	57111	0.583543	0.413845
RAB26	RAB26	25837	6.62175	2.56069
RAB27A	RAB27A	5873	4.94688	8.417
RAB27B	RAB27B	5874	0.101557	0.155415
RAB28	RAB28	9364	17.5167	11.7664
RAB2A	RAB2A	5862	50.9159	59.2656
RAB2B	RAB2B	84932	14.6562	13.8368
RAB30	RAB30	27314	6.02111	9.35102
RAB31	RAB31	11031	17.3122	41.3675
RAB32	RAB32	10981	32.2737	29.9764
RAB33A	RAB33A	9363	1.34074	2.6648
RAB33B	RAB33B	83452	4.46336	5.39135
RAB34	RAB34	83871	118.613	93.3877
RAB35	RAB35	11021	18.0901	24.7231
RAB36	RAB36	9609	1.41471	3.8818
RAB37	RAB37	326624	0.0826684	0.237221
RAB38	RAB38	23682	0.148795	0.179466
RAB39A	RAB39A	54734	0.0336618	0.894709
RAB39B	RAB39B	116442	0.0500727	0.208458
RAB3A	RAB3A	5864	2.32914	2.2248
RAB3B	RAB3B	5865	0.543085	1.00402
RAB3C	RAB3C	115827	1.83011	2.38598
RAB3D	RAB3D	9545	1.98363	3.56144
RAB3GAP1	RAB3GAP1	22930	14.7131	21.2838
RAB3GAP2	RAB3GAP2	25782	10.5435	12.7529
RAB3IL1	RAB3IL1	5866	4.48457	5.7095
RAB3IP	RAB3IP	117177	6.00434	4.03691
RAB40A	RAB40A	142684	0.925165	0.823601
RAB40B	RAB40B	10966	13.1543	5.92207
RAB40C	RAB40C	57799	12.4749	11.8567
RAB41	RAB41	347517	0	0.195365
RAB42	RAB42	115273	1.45125	1.66329
RAB43	RAB43	339122	0.904051	1.58054
RAB43P1	RAB43P1	440375	0.81862	2.26048
RAB4A	RAB4A	5867	28.9478	25.3243
RAB4B	RAB4B	53916	12.5885	12.132
RAB4B-EGLN2	RAB4B-EGLN2	100529264	0.573799	0.207415
RAB5A	RAB5A	5868	26.9832	32.133
RAB5B	RAB5B	5869	28.7052	32.2899
RAB5C	RAB5C	5878	49.8473	50.6333
RAB5CP1	RAB5CP1	100420734	0.139521	0.220215
RAB6A	RAB6A	5870	41.3388	48.0093
RAB6B	RAB6B	51560	2.22986	2.81056
RAB6C	RAB6C	84084	0.421499	0.269252
RAB7A	RAB7A	7879	70.9028	67.9501
RAB8A	RAB8A	4218	17.044	27.5753
RAB8B	RAB8B	51762	11.812	16.5799
RAB9A	RAB9A	9367	21.3638	18.0372
RAB9B	RAB9B	51209	1.72642	2.05156
RABAC1	RABAC1	10567	2.24921	2.47599
RABEP1	RABEP1	9135	22.7007	31.1464
RABEP2	RABEP2	79874	8.55662	8.69814
RABEPK	RABEPK	10244	14.1098	14.8493
RABGAP1	RABGAP1	23637	16.2083	25.6761
RABGAP1L	RABGAP1L	9910	4.30076	5.41644
RABGEF1	RABGEF1	27342	12.721	13.3513
RABGGTA	RABGGTA	5875	7.10976	10.3412
RABGGTB	RABGGTB	5876	61.6206	45.8406
RABIF	RABIF	5877	6.26739	9.02032
RABL2A	RABL2A	11159	7.8656	7.64447
RABL3	RABL3	285282	7.26139	7.59765
RABL6	RABL6	55684	51.9718	40.7611
RAC1	RAC1	5879	172.078	185.752
RAC1P2	RAC1P2	442775	15.8848	12.4587
RAC2	RAC2	5880	0.939627	1.90884
RAC3	RAC3	5881	28.8512	30.688
RACGAP1	RACGAP1	29127	45.6473	46.1538
RAD1	RAD1	5810	19.5271	18.7144
RAD17	RAD17	5884	5.44494	2.68208
RAD18	RAD18	56852	4.53196	5.82035
RAD1P2	RAD1P2	100129690	0	0
RAD21	RAD21	5885	122.389	111.133
RAD21-AS1	RAD21-AS1	644660	0.182505	0.166885
RAD23A	RAD23A	5886	49.1873	38.6352
RAD23B	RAD23B	5887	81.5418	99.8847
RAD23BP1	RAD23BP1	131185	0.159293	0.0831606
RAD50	RAD50	10111	7.39719	6.82437
RAD51	RAD51	5888	18.6754	21.2492
RAD51-AS1	RAD51-AS1	100505648	9.97813	4.6466
RAD51AP1	RAD51AP1	10635	21.2614	26.3311
RAD51B	RAD51B	5890	5.37076	4.09144
RAD51C	RAD51C	5889	31.7574	29.4689
RAD51D	RAD51D	5892	5.14519	5.89146
RAD52	RAD52	5893	11.239	11.3194
RAD54B	RAD54B	25788	10.4482	11.1519
RAD54L	RAD54L	8438	13.9212	16.9771
RAD54L2	RAD54L2	23132	7.32243	8.2787
RAD9A	RAD9A	5883	13.4574	17.02
RAD9B	RAD9B	144715	0.133942	0.258512
RADIL	RADIL	55698	0.995539	2.64945
RAE1	RAE1	8480	25.0581	28.6099
RAET1K	RAET1K	646024	0.27511	0.356893
RAF1	RAF1	5894	63.5694	73.7209
RAG1	RAG1	5896	5.41935	1.43889
RAI1	RAI1	10743	10.8496	13.6582
RAI14	RAI14	26064	31.8358	58.1498
RAI2	RAI2	10742	0.733444	0.403248
RALA	RALA	5898	32.4453	30.5523
RALB	RALB	5899	30.6738	58.8053
RALBP1	RALBP1	10928	27.8976	23.8108
RALGAPA1	RALGAPA1	253959	6.80433	8.33688
RALGAPA2	RALGAPA2	57186	2.54239	3.54178
RALGAPB	RALGAPB	57148	8.63454	16.9145
RALGDS	RALGDS	5900	26.0549	20.6118
RALGPS1	RALGPS1	9649	3.15849	3.67759
RALGPS2	RALGPS2	55103	25.6556	23.3134
RALY	RALY	22913	154.447	103.144
RALYL	RALYL	138046	1.64171	0.670644
RAMP1	RAMP1	10267	4.85374	4.16678
RAMP2	RAMP2	10266	22.8829	29.7865
RAMP2-AS1	RAMP2-AS1	100190938	4.34125	4.84786
RAN	RAN	5901	592.261	488.927
RANBP1	RANBP1	5902	281.581	210.322
RANBP10	RANBP10	57610	7.43941	8.96562
RANBP17	RANBP17	64901	4.76992	6.28914
RANBP2	RANBP2	5903	16.2385	23.8852
RANBP3	RANBP3	8498	29.5897	38.2182
RANBP3L	RANBP3L	202151	0.329107	0.766539
RANBP6	RANBP6	26953	12.1066	18.1892
RANBP9	RANBP9	10048	27.8839	26.7846
RANGAP1	RANGAP1	5905	37.3289	40.0639
RANGRF	RANGRF	29098	44.9261	31.7144
RANP4	RANP4	100130621	1.05652	1.57169
RANP6	RANP6	100128266	0.961504	0.18936
RAP1A	RAP1A	5906	34.8643	35.2971
RAP1AP	RAP1AP	5907	1.0303	0
RAP1B	RAP1B	5908	72.4119	120.242
RAP1GAP	RAP1GAP	5909	0.798423	0.452244
RAP1GAP2	RAP1GAP2	23108	0.0247814	0.170683
RAP1GDS1	RAP1GDS1	5910	26.7091	25.71
RAP2A	RAP2A	5911	9.88973	13.1392
RAP2B	RAP2B	5912	8.71041	9.57402
RAP2C	RAP2C	57826	23.0369	26.9469
RAP2C-AS1	RAP2C-AS1	101928578	0.664026	0.528038
RAPGEF1	RAPGEF1	2889	28.2806	25.0899
RAPGEF2	RAPGEF2	9693	9.92234	20.5184
RAPGEF3	RAPGEF3	10411	1.12599	1.42198
RAPGEF4	RAPGEF4	11069	0.602248	0.95922
RAPGEF5	RAPGEF5	9771	0.908883	5.6476
RAPGEF6	RAPGEF6	51735	4.43746	5.16389
RAPGEFL1	RAPGEFL1	51195	5.13284	6.81483
RAPH1	RAPH1	65059	2.19247	6.31358
RAPSN	RAPSN	5913	66.9111	9.33753
RARA	RARA	5914	22.8638	17.9341
RARB	RARB	5915	1.1962	1.825
RARG	RARG	5916	4.87091	7.6034
RARRES1	RARRES1	5918	0.740167	0.0979821
RARRES2	RARRES2	5919	62.1419	22.0774
RARS2	RARS2	57038	21.9722	19.2988
RASA1	RASA1	5921	18.5839	20.362
RASA2	RASA2	5922	5.35482	6.04642
RASA3	RASA3	22821	9.66448	17.7705
RASA4	RASA4	10156	4.36465	2.30029
RASA4B	RASA4B	100271927	0.938289	0.412336
RASA4CP	RASA4CP	401331	1.19686	0.450135
RASA4DP	RASA4DP	100133005	0.545603	0.384578
RASAL2	RASAL2	9462	4.01108	7.4409
RASAL2-AS1	RASAL2-AS1	100302401	0.651607	2.15053
RASD1	RASD1	51655	2.80216	1.19253
RASD2	RASD2	23551	0.22323	0.294896
RASEF	RASEF	158158	0.082254	0.176467
RASGEF1B	RASGEF1B	153020	0.528868	0.404859
RASGEF1C	RASGEF1C	255426	0.264724	0.140213
RASGRF2	RASGRF2	5924	0.720284	0.589208
RASGRP1	RASGRP1	10125	0.336388	0.530852
RASGRP2	RASGRP2	10235	5.86573	4.55314
RASGRP3	RASGRP3	25780	1.22621	0.559902
RASIP1	RASIP1	54922	2.09151	4.56219
RASL10A	RASL10A	10633	1.05428	0.425671
RASL11A	RASL11A	387496	1.18842	1.64494
RASL11B	RASL11B	65997	18.5823	28.7023
RASL12	RASL12	51285	1.13015	1.30629
RASSF1	RASSF1	11186	6.18589	7.48085
RASSF10	RASSF10	644943	0.332984	0.104164
RASSF2	RASSF2	9770	2.90248	7.11795
RASSF3	RASSF3	283349	20.2418	11.5888
RASSF4	RASSF4	83937	240.831	68.3535
RASSF7	RASSF7	8045	3.92281	4.85305
RASSF8	RASSF8	11228	9.05847	11.0906
RASSF8-AS1	RASSF8-AS1	100506451	8.71203	6.03654
RASSF9	RASSF9	9182	0.371181	1.34534
RAVER1	RAVER1	125950	7.77373	14.4925
RAVER2	RAVER2	55225	10.0469	9.2037
RB1	RB1	5925	22.356	20.2215
RB1CC1	RB1CC1	9821	16.4227	19.0332
RBAK	RBAK	57786	5.52869	7.18366
RBBP4	RBBP4	5928	152.542	169.435
RBBP4P1	RBBP4P1	642954	7.81056	7.46519
RBBP4P2	RBBP4P2	100420527	1.69226	0.52196
RBBP4P4	RBBP4P4	727842	0.400976	0.156958
RBBP4P5	RBBP4P5	100288451	0.153558	0.0400763
RBBP5	RBBP5	5929	5.53525	7.99412
RBBP6	RBBP6	5930	47.1882	35.4558
RBBP7	RBBP7	5931	108.823	75.3017
RBBP8	RBBP8	5932	17.6952	18.9206
RBBP9	RBBP9	10741	8.83683	11.8435
RBCK1	RBCK1	10616	37.5456	31.4003
RBFA	RBFA	79863	28.611	19.5185
